"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt [[extends]] third-party war [[risk]] insurance SINGAPORE : The government is [[extending]] third-party war [[risk]] insurance [[cover]] to the Civil [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] [[group]].","Singapore govt [[run]] third-party war [[hazard]] insurance SINGAPORE : The government is [[offer]] third-party war [[danger]] insurance [[overcompensate]] to the Civil [[airmanship]] [[bureau]] of Singapore and SATS Security Services, a unit of the Singapore [[airway]] [[grouping]].",0.2188427448272705,0.632632851600647,2,3,2,287,"Successful"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[Contracts]] Mills Corp. agreed to purchase a 50 percent [[interest]] in nine [[malls]] owned by [[General]] Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The [[deal]] will [[extend]] ...","Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[compress]] Mills Corp. agreed to purchase a 50 percent [[worry]] in nine [[mall]] owned by [[general]] Motors Asset Management Corp. for just over \$1 [[jillion]], creating a new joint venture between the groups. The [[bargain]] will [[unfold]] ...",0.2703583240509033,0.5972462296485901,2,0,2,391,"Successful"
"Sun to shine [[spotlight]] on [[new]] operating [[system]], Solaris [[10]] [[Sun]] Microsystems SUNW is expected to [[release]] a [[new]] version of its operating system today - a [[big]] [[part]] of the struggling computer maker #39;s plan to [[save]] itself.","Sun to shine [[spot]] on [[raw]] operating [[arrangement]], Solaris [[decade]] [[Sunday]] Microsystems SUNW is expected to [[loose]] a [[unexampled]] version of its operating system today - a [[swelled]] [[split]] of the struggling computer maker #39;s plan to [[salvage]] itself.",0.20627784729003906,0.583952784538269,3,3,3,541,"Failed"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the [[Fed]] [[Cup]] [[final]] [[hanging]] in the [[balance]] today as she [[beat]] [[Russia]] #39;s [[US]] [[Open]] champion Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and [[take]] it to the [[final]] [[doubles]] match.","[[give]] [[cup]] all [[connect]] up FRANCE #39;[[siemens]] Russian-born Tatiana Golovin [[forget]] the [[FRS]] [[transfuse]] [[last]] [[advert]] in the [[residue]] today as she [[crush]] [[USSR]] #39;s [[U]] [[opened]] champion Svetlana Kuznetsova 6-4, 6-1 to [[stage]] the [[splice]] at 2-2 and [[accept]] it to the [[concluding]] [[double]] match.",0.3224073052406311,0.7608506679534912,1,3,1,756,"Successful"
"Nokia [[announces]] [[Near]] [[Field]] Communication products With the Nokia NFC ([[Near]] [[Field]] [[Communication]]) [[shell]] on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and [[exchange]] [[information]] with a simple [[touch]] [[gesture]].","Nokia [[denote]] [[most]] [[champaign]] Communication products With the Nokia NFC ([[dear]] [[field]] [[communication]]) [[plate]] on their [[call]], consumers will be [[capable]] to [[admission]] a [[multifariousness]] of services and [[central]] [[entropy]] with a simple [[disturb]] [[motion]].",0.40481036901474,0.5721603631973267,3,3,3,417,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road [[cycling]] individual time [[trial]] at the Vouliagmeni Olympic [[Centre]] in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road [[motorbike]] individual time [[test]] at the Vouliagmeni Olympic [[nitty-gritty]] in Athens on Wednesday. ",0.18260622024536133,0.7640718221664429,1,3,1,163,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on becoming [[king]] of Cambodia [[Chinese]] [[President]] Hu Jintao [[sent]] a [[message]] to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of Cambodia.","[[chair]] Hu [[felicitate]] Sihamoni on becoming [[baron]] of Cambodia [[Taiwanese]] [[chairman]] Hu Jintao [[mail]] a [[substance]] to Norodom Sihamoni on Thursday to [[plume]] him on his election as the [[King]] of Cambodia.",0.2519034147262573,0.5883885622024536,0,0,0,167,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[pose]] a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[dumbfound]] a threat to air travel.",0.6671447157859802,0.8455222845077515,3,2,3,239,"Successful"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] elections KALAKAN, Afghanistan There were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] enough to [[shave]]. [[There]] were mullahs and [[mujahedeen]], and the presidential candidate #[[39]];s 3-year-old [[son]].","[[Afghanistani]] [[rough]] [[route]] to [[historical]] elections KALAKAN, Afghanistan There were toothless [[sometime]] [[workforce]], turbaned and gray-bearded, and [[youth]] [[Man]] not [[withal]] [[former]] enough to [[plane]]. [[thither]] were mullahs and [[mujahedin]], and the presidential candidate #[[thirty-nine]];s 3-year-old [[Logos]].",0.16515350341796875,0.2630299925804138,0,0,0,272,"Failed"
"[[Oil]] Prices [[Set]] a [[New]] Record Above \$50  SINGAPORE (Reuters) - Oil prices [[set]] a [[new]] record above \$50  a [[barrel]] on Tuesday as a prolonged [[U]].[[S]]. [[production]] outage  [[following]] [[Hurricane]] Ivan [[attracted]] [[fresh]] [[speculative]] [[buying]].","[[petroleum]] Prices [[situated]] a [[freshly]] Record Above \$50  SINGAPORE (Reuters) - Oil prices [[situated]] a [[Modern]] record above \$50  a [[drum]] on Tuesday as a prolonged [[uranium]].[[s]]. [[yield]] outage  [[watch]] [[hurricane]] Ivan [[draw]] [[bracing]] [[inquisitive]] [[buy]].",0.4142376184463501,0.5323255658149719,2,2,2,596,"Failed"
