"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Singapore]] govt extends third-party war risk insurance SINGAPORE : [[The]] government is extending third-party [[war]] risk insurance [[cover]] to the Civil Aviation Authority of Singapore and SATS [[Security]] Services, a unit of the Singapore Airlines [[group]].","[[malaysia]] govt extends third-party war risk insurance SINGAPORE : [[a]] government is extending third-party [[guerre]] risk insurance [[contracted]] to the Civil Aviation Authority of Singapore and SATS [[ferry]] Services, a unit of the Singapore Airlines [[airlines]].",0.3232707381248474,0.6924555897712708,2,2,2,131,"Failed"
"[[Sun]] to shine spotlight on new operating system, Solaris 10 [[Sun]] Microsystems SUNW is expected to release a [[new]] [[version]] of its operating system today - a [[big]] [[part]] of the struggling computer maker #39;s plan to save itself.","[[meant]] to shine spotlight on new operating system, Solaris 10 [[os]] Microsystems SUNW is expected to release a [[different]] [[versions]] of its operating system today - a [[crucial]] [[aspect]] of the struggling computer maker #39;s plan to save itself.",0.20412981510162354,0.25946128368377686,3,3,3,68,"Failed"
"[[Nokia]] announces Near Field Communication products With the Nokia NFC (Near [[Field]] [[Communication]]) [[shell]] on their phone, consumers will be able to access a variety of services and exchange [[information]] with a simple touch gesture.","[[samsung]] announces Near Field Communication products With the Nokia NFC (Near [[area]] [[communications]]) [[phone]] on their phone, consumers will be able to access a variety of services and exchange [[data]] with a simple touch gesture.",0.13052821159362793,0.15512871742248535,3,3,3,63,"Failed"
"Mills [[Grabs]] \$[[1B]] Portfolio; Taubman Likely to Lose Contracts Mills [[Corp]]. [[agreed]] to purchase a 50 percent interest in nine [[malls]] owned by General Motors [[Asset]] Management Corp. for just over \$1 billion, [[creating]] a [[new]] joint venture between the groups. The deal will extend ...","Mills [[business]] \$[[billion]] Portfolio; Taubman Likely to Lose Contracts Mills [[corp]]. [[offers]] to purchase a 50 percent interest in nine [[businesses]] owned by General Motors [[asset]] Management Corp. for just over \$1 billion, [[create]] a [[single]] joint venture between the groups. The deal will extend ...",0.3806334137916565,0.46206122636795044,2,2,2,136,"Failed"
"Today in Athens Leontien [[Zijlaard-van]] Moorsel of the Netherlands wipes a tear after [[winning]] the gold medal in the women #39;s road [[cycling]] individual time trial at the Vouliagmeni [[Olympic]] [[Centre]] in Athens on [[Wednesday]]. ","Today in Athens Leontien [[het]] Moorsel of the Netherlands wipes a tear after [[beating]] the gold medal in the women #39;s road [[cycle]] individual time trial at the Vouliagmeni [[olympic]] [[centre]] in Athens on [[friday]]. ",0.3422333002090454,0.5618014335632324,1,1,1,112,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[pose]] a threat to [[air]] travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[show]] a threat to [[direct]] travel.",0.3730984926223755,0.5582752227783203,3,2,3,81,"Successful"
"[[President]] Hu congratulates Sihamoni on [[becoming]] king of Cambodia Chinese President Hu Jintao sent a [[message]] to [[Norodom]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.","[[presidents]] Hu congratulates Sihamoni on [[ruling]] king of Cambodia Chinese President Hu Jintao sent a [[messages]] to [[chancellor]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.",0.3643561601638794,0.4427299499511719,0,0,0,125,"Failed"
"Afghans rocky road to historic elections KALAKAN, [[Afghanistan]] [[There]] were toothless old men, turbaned and gray-bearded, and young men not yet [[old]] enough to shave. [[There]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[son]].","Afghans rocky road to historic elections KALAKAN, [[kabul]] [[there]] were toothless old men, turbaned and gray-bearded, and young men not yet [[mature]] enough to shave. [[some]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[sons]].",0.08707493543624878,0.09844565391540527,0,0,0,43,"Failed"
"Sun's Looking Glass [[Provides]] 3D [[View]] Developers get early code for new operating system 'skin' still being crafted.","Sun's Looking Glass [[feature]] 3D [[has]] Developers get early code for new operating system 'skin' still being crafted.",0.2583473324775696,0.290830135345459,3,3,3,57,"Failed"
"[[Fed]] Cup all tied up FRANCE #39;S [[Russian-born]] Tatiana Golovin left the Fed Cup final [[hanging]] in the balance today as she [[beat]] Russia #39;s US Open champion Svetlana [[Kuznetsova]] 6-4, 6-1 to level the tie at 2-2 and [[take]] it to the [[final]] doubles match.","[[mind]] Cup all tied up FRANCE #39;S [[title]] Tatiana Golovin left the Fed Cup final [[tie]] in the balance today as she [[beating]] Russia #39;s US Open champion Svetlana [[bryan]] 6-4, 6-1 to level the tie at 2-2 and [[made]] it to the [[last]] doubles match.",0.25493842363357544,0.32298338413238525,1,1,1,190,"Failed"
