"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends [[third-party]] war risk insurance SINGAPORE : The government is [[extending]] [[third-party]] war risk insurance cover to the Civil [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends [[electronic]] war risk insurance SINGAPORE : The government is [[providing]] [[electronic]] war risk insurance cover to the Civil [[transport]] [[authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.09601086378097534,0.5922849178314209,2,3,2,131,"Successful"
"Sun to shine spotlight on new operating system, Solaris 10 Sun [[Microsystems]] SUNW is expected to release a new [[version]] of its operating system today - a big [[part]] of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris 10 Sun [[vs]] SUNW is expected to release a new [[update]] of its operating system today - a big [[chunk]] of the struggling computer maker #39;s plan to save itself.",0.09273415803909302,0.1550782322883606,3,3,3,61,"Failed"
"[[Fed]] Cup all tied up [[FRANCE]] #39;S Russian-born Tatiana Golovin left the Fed [[Cup]] final [[hanging]] in the balance today as she beat Russia #39;s [[US]] [[Open]] champion Svetlana Kuznetsova 6-4, 6-1 to level the tie at [[2-2]] and take it to the final doubles match.","[[fed]] Cup all tied up [[france]] #39;S Russian-born Tatiana Golovin left the Fed [[cup]] final [[tied]] in the balance today as she beat Russia #39;s [[wimbledon]] [[masters]] champion Svetlana Kuznetsova 6-4, 6-1 to level the tie at [[first]] and take it to the final doubles match.",0.02655273675918579,0.04463803768157959,1,1,1,232,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[winning]] the gold medal in the women #39;s road [[cycling]] individual time trial at the Vouliagmeni Olympic Centre in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[beating]] the gold medal in the women #39;s road [[cycle]] individual time trial at the Vouliagmeni Olympic Centre in Athens on [[friday]]. ",0.10907584428787231,0.1940096616744995,1,1,1,99,"Failed"
"Mills [[Grabs]] \$1B Portfolio; Taubman Likely to Lose Contracts Mills [[Corp]]. agreed to purchase a 50 percent interest in nine malls [[owned]] by General [[Motors]] Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The [[deal]] will extend ...","Mills [[limited]] \$1B Portfolio; Taubman Likely to Lose Contracts Mills [[l]]. agreed to purchase a 50 percent interest in nine malls [[rented]] by General [[motors]] Asset Management Corp. for just over \$1 [[million]], creating a new joint venture between the groups. The [[takeover]] will extend ...",0.13612323999404907,0.284515380859375,2,2,2,141,"Failed"
"Govt. to Test New Air Passenger [[Screening]] Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger [[control]] Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.5129193067550659,0.6272408962249756,3,2,3,58,"Successful"
"President Hu congratulates Sihamoni on [[becoming]] king of [[Cambodia]] Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the king of [[Cambodia]].","President Hu congratulates Sihamoni on [[making]] king of [[thailand]] Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulations]] him on his election as the king of [[cambodia]].",0.17522042989730835,0.2936049699783325,0,0,0,64,"Failed"
"Afghans rocky [[road]] to historic elections KALAKAN, Afghanistan There were toothless old [[men]], turbaned and gray-bearded, and young men not yet [[old]] enough to shave. There were mullahs and mujahedeen, and the [[presidential]] candidate #39;s 3-year-old son.","Afghans rocky [[going]] to historic elections KALAKAN, Afghanistan There were toothless old [[lads]], turbaned and gray-bearded, and young men not yet [[great]] enough to shave. There were mullahs and mujahedeen, and the [[democratic]] candidate #39;s 3-year-old son.",0.1136217713356018,0.1393079161643982,0,0,0,105,"Failed"
"Oil Prices [[Set]] a New [[Record]] Above \$50  SINGAPORE ([[Reuters]]) - Oil prices set a new record above \$50  a barrel on [[Tuesday]] as a [[prolonged]] U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.","Oil Prices [[setting]] a New [[record]] Above \$50  SINGAPORE ([[[UNK]]]) - Oil prices set a new record above \$50  a barrel on [[weekdays]] as a [[late]] U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.",0.05156463384628296,0.08196097612380981,2,2,2,97,"Failed"
"Nokia [[announces]] Near [[Field]] Communication products With the Nokia NFC (Near [[Field]] Communication) shell on their [[phone]], consumers will be able to access a variety of services and [[exchange]] information with a simple touch gesture.","Nokia [[includes]] Near [[range]] Communication products With the Nokia NFC (Near [[end]] Communication) shell on their [[screen]], consumers will be able to access a variety of services and [[trade]] information with a simple touch gesture.",0.1430293321609497,0.21193468570709229,3,3,3,112,"Failed"
"US suspends helicopter flights after Japan [[crash]] (AFP) AFP - [[The]] United States [[suspended]] flights of CH-53D military helicopters in Japan, bowing to protests over a [[crash]] in an Okinawa university campus.","US suspends helicopter flights after Japan [[suspended]] (AFP) AFP - [[the]] United States [[operates]] flights of CH-53D military helicopters in Japan, bowing to protests over a [[student]] in an Okinawa university campus.",0.23139333724975586,0.26515018939971924,0,0,0,149,"Failed"
