"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war risk [[insuranace]] SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[AirlCines]] group.",0.30605608224868774,0.6300684213638306,2,0,2,36,"Successful"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[Mills]] Corp. agreed to purchase a [[50]] percent interest in [[nine]] malls owned by General Motors [[Asset]] [[Management]] [[Corp]]. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[Mill]] Corp. agreed to purchase a [[5]] percent interest in [[eine]] malls owned by General Motors [[Asfet]] [[Managcement]] [[Crop]]. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",0.2855180501937866,0.29293203353881836,2,2,2,161,"Failed"
"[[Sun]] to [[shine]] spotlight on [[new]] operating [[system]], [[Solaris]] 10 Sun Microsystems [[SUNW]] is expected to [[release]] a [[new]] [[version]] of its operating system today - a big [[part]] of the struggling [[computer]] maker #[[39]];s plan to [[save]] itself.","[[Sjn]] to [[shin]] spotlight on [[nwe]] operating [[systeem]], [[yolaris]] 10 Sun Microsystems [[SNW]] is expected to [[elease]] a [[nw]] [[veersion]] of its operating system today - a big [[pat]] of the struggling [[computekr]] maker #[[93]];s plan to [[ave]] itself.",0.30721938610076904,0.33279091119766235,3,3,3,131,"Failed"
"[[Fed]] [[Cup]] all tied up FRANCE #[[39]];S Russian-born Tatiana [[Golovin]] [[left]] the [[Fed]] Cup final hanging in the balance today as she beat Russia #[[39]];s [[US]] Open champion [[Svetlana]] [[Kuznetsova]] [[6-4]], [[6-1]] to level the tie at 2-2 and take it to the final doubles match.","[[eFd]] [[CCp]] all tied up FRANCE #[[3]];S Russian-born Tatiana [[eGolovin]] [[eft]] the [[Fhed]] Cup final hanging in the balance today as she beat Russia #[[9]];s [[U]] Open champion [[Svetana]] [[Kzunetsova]] [[6B4]], [[6m1]] to level the tie at 2-2 and take it to the final doubles match.",0.1973860263824463,0.22461259365081787,1,1,1,161,"Failed"
"[[Nokia]] announces Near Field [[Communication]] products [[With]] the [[Nokia]] [[NFC]] ([[Near]] [[Field]] [[Communication]]) [[shell]] on their [[phone]], [[consumers]] will be [[able]] to [[access]] a [[variety]] of [[services]] and [[exchange]] [[information]] with a simple [[touch]] gesture.","[[okia]] announces Near Field [[CommunicatioX]] products [[WAth]] the [[NLkia]] [[NSFC]] ([[Nedr]] [[Filed]] [[Communicaiton]]) [[shdell]] on their [[pnone]], [[consumer]] will be [[abel]] to [[acess]] a [[fariety]] of [[ervices]] and [[exhcange]] [[inOformation]] with a simple [[toIch]] gesture.",0.2864058017730713,0.7189986109733582,3,2,3,116,"Successful"
"Today in Athens Leontien Zijlaard-van [[Moorsel]] of the Netherlands [[wipes]] a tear after winning the [[gold]] medal in the women #[[39]];s road [[cycling]] individual time [[trial]] at the Vouliagmeni [[Olympic]] Centre in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van [[Moorsle]] of the Netherlands [[wips]] a tear after winning the [[old]] medal in the women #[[3r]];s road [[cyclinBg]] individual time [[trqial]] at the Vouliagmeni [[Olymic]] Centre in Athens on [[WednesdaRy]]. ",0.2273026704788208,0.27191710472106934,1,1,1,116,"Failed"
"[[President]] Hu [[congratulates]] [[Sihamoni]] on becoming [[king]] of [[Cambodia]] Chinese [[President]] [[Hu]] [[Jintao]] [[sent]] a message to [[Norodom]] [[Sihamoni]] on Thursday to congratulate him on his election as the king of [[Cambodia]].","[[Pesident]] Hu [[congratulwtes]] [[Sihamonl]] on becoming [[knig]] of [[Camboia]] Chinese [[Presiednt]] [[u]] [[Jintoa]] [[seYt]] a message to [[NorHodom]] [[SiOamoni]] on Thursday to congratulate him on his election as the king of [[Cmbodia]].",0.47537916898727417,0.6817600727081299,0,3,0,69,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.9111950397491455,0.9111950397491455,2,2,3,1,"Skipped"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] [[elections]] KALAKAN, [[Afghanistan]] There were toothless [[old]] [[men]], [[turbaned]] and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] [[enough]] to shave. [[There]] were [[mullahs]] and [[mujahedeen]], and the presidential candidate #39;s 3-year-old son.","[[Afgxhans]] [[zrocky]] [[rad]] to [[xistoric]] [[eletcions]] KALAKAN, [[Afghanitsan]] There were toothless [[ol]] [[meL]], [[turQbaned]] and gray-bearded, and [[yuong]] [[Jen]] not [[yte]] [[ol]] [[enoRgh]] to shave. [[hTere]] were [[mulahs]] and [[mujaedeen]], and the presidential candidate #39;s 3-year-old son.",0.48690730333328247,0.7682394981384277,0,3,0,132,"Successful"
"Oil Prices Set a New Record [[Above]] \$[[50]]  SINGAPORE ([[Reuters]]) - Oil prices set a new record above \$[[50]]  a [[barrel]] on [[Tuesday]] as a [[prolonged]] U.S. [[production]] [[outage]]  [[following]] Hurricane [[Ivan]] attracted [[fresh]] [[speculative]] [[buying]].","Oil Prices Set a New Record [[Aboe]] \$[[B50]]  SINGAPORE ([[ReuterQs]]) - Oil prices set a new record above \$[[5F]]  a [[barwrel]] on [[Tusday]] as a [[proonged]] U.S. [[prdouction]] [[otage]]  [[fullowing]] Hurricane [[Ievan]] attracted [[freTsh]] [[speculacive]] [[buiyng]].",0.2949104309082031,0.30947136878967285,2,2,2,137,"Failed"
