"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.7323791980743408,0.7323791980743408,0,0,2,1,"Skipped"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",0.8009541034698486,0.8009541034698486,1,1,2,1,"Skipped"
"Sun to shine spotlight on new [[operating]] system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new [[operɑting]] system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",0.7207423448562622,0.7461666464805603,3,1,3,39,"Successful"
"Fed Cup all tied up FRANCE #39;S Russian-born Tatiana Golovin left the Fed Cup final hanging in the balance today as she beat Russia #39;s US Open champion Svetlana Kuznetsova 6-4, 6-1 to level the tie at 2-2 and take it to the final doubles match.","Fed Cup all tied up FRANCE #39;S Russian-born Tatiana Golovin left the Fed Cup final hanging in the balance today as she beat Russia #39;s US Open champion Svetlana Kuznetsova 6-4, 6-1 to level the tie at 2-2 and take it to the final doubles match.",0.7761250734329224,0.7761250734329224,3,3,1,1,"Skipped"
"Nokia announces Near Field Communication products With the Nokia NFC (Near Field Communication) shell on their phone, consumers will be able to access a variety of services and exchange information with a simple touch gesture.","Nokia announces Near Field Communication products With the Nokia NFC (Near Field Communication) shell on their phone, consumers will be able to access a variety of services and exchange information with a simple touch gesture.",0.8020792603492737,0.8020792603492737,0,0,3,1,"Skipped"
"Today in Athens Leontien [[Zijlaard-van]] Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ","Today in Athens Leontien [[Zijlaard-vaո]] Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ",0.6622648239135742,0.7639573812484741,1,3,1,38,"Successful"
"President Hu congratulates Sihamoni on becoming king of Cambodia Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the king of Cambodia.","President Hu congratulates Sihamoni on becoming king of Cambodia Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[conɡratulate]] him on his election as the king of Cambodia.",0.6951231956481934,0.7157822251319885,0,3,0,36,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.8083955645561218,0.8083955645561218,1,1,3,1,"Skipped"
"Afghans rocky road to historic elections KALAKAN, Afghanistan There were toothless old men, turbaned and gray-bearded, and young men not yet old enough to shave. There were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old son.","Afghans rocky road to historic elections KALAKAN, Afghanistan There were toothless old men, turbaned and gray-bearded, and young men not yet old enough to shave. There were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old son.",0.7473849058151245,0.7473849058151245,3,3,0,1,"Skipped"
"Oil Prices Set a New Record Above \$50  SINGAPORE (Reuters) - Oil prices set a new record above \$50  a barrel on Tuesday as a prolonged U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.","Oil Prices Set a New Record Above \$50  SINGAPORE (Reuters) - Oil prices set a new record above \$50  a barrel on Tuesday as a prolonged U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.",0.7327522039413452,0.7327522039413452,1,1,2,1,"Skipped"
"Sun's [[Looking]] Glass [[Provides]] 3D [[View]] Developers [[get]] early code for new operating system 'skin' [[still]] being crafted.","Sun's [[Lookiոg]] Glass [[Provideѕ]] 3D [[Vieԝ]] Developers [[gеt]] early code for new operating system 'skin' [[sitll]] being crafted.",0.5488439798355103,0.6582251191139221,3,0,3,63,"Successful"
"Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world short course swimming championships seeking a  [[repeat]] of his six gold medals in Athens.","Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world short course swimming championships seeking a  [[repеat]] of his six gold medals in Athens.",0.6668641567230225,0.762144923210144,1,3,1,39,"Successful"
"US suspends helicopter flights after Japan crash (AFP) AFP - The United States suspended flights of CH-53D military helicopters in Japan, bowing to [[protests]] over a crash in an Okinawa university campus.","US suspends helicopter flights after Japan crash (AFP) AFP - The United States suspended flights of CH-53D military helicopters in Japan, bowing to [[prоtests]] over a crash in an Okinawa university campus.",0.690963625907898,0.7190735936164856,0,2,0,35,"Successful"
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.7793765068054199,0.7793765068054199,3,3,1,1,"Skipped"
"[[Viacom]], Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising [[restrictions]], the FCC [[said]] Thursday.","[[Viacm]], Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising [[rеstrictions]], the FCC [[saiԁ]] Thursday.",0.7348790168762207,0.7966776490211487,2,1,2,69,"Successful"
"Pfizer Sends Out Update On Drug Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.","Pfizer Sends Out Update On Drug Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.",0.7973653674125671,0.7973653674125671,1,1,2,1,"Skipped"
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.","Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",0.8348163366317749,0.8348163366317749,1,1,0,1,"Skipped"
"US Airways, Pilots Union Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to avoid filing Chapter 11. The Air Line Pilots Association will present its proposal on the evening of ","US Airways, Pilots Union Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to avoid filing Chapter 11. The Air Line Pilots Association will present its proposal on the evening of ",0.7337536811828613,0.7337536811828613,0,0,2,1,"Skipped"
"Hostages plight clouds meeting of Blairs party BRIGHTON, England The annual conference of Prime Minister Tony Blair #39;s Labour Party opened here Monday under the pall of the war in Iraq, as the fate of the British hostage Ken Bigley remained uncertain amid fresh appeals for his release from family ","Hostages plight clouds meeting of Blairs party BRIGHTON, England The annual conference of Prime Minister Tony Blair #39;s Labour Party opened here Monday under the pall of the war in Iraq, as the fate of the British hostage Ken Bigley remained uncertain amid fresh appeals for his release from family ",0.8344546556472778,0.8344546556472778,1,1,0,1,"Skipped"
"Ljubicic Downs Hanescu at Open De Moselle Top-seeded Ivan Ljubicic of Croatia beat Victor Hanescu of Romania 6-4, 6-4 Tuesday in the first round of the Open de Moselle.","Ljubicic Downs Hanescu at Open De Moselle Top-seeded Ivan Ljubicic of Croatia beat Victor Hanescu of Romania 6-4, 6-4 Tuesday in the first round of the Open de Moselle.",0.8175644874572754,0.8175644874572754,1,1,0,1,"Skipped"
"Protests in Canada over [[Ukraine]] crisis (AFP) AFP - Hundreds of Canadians, many of Ukrainian descent, braved freezing temperatures to protest what they consider to be the fixed outcome of the Ukrainian presidential election.","Protests in Canada over [[Ukraiոe]] crisis (AFP) AFP - Hundreds of Canadians, many of Ukrainian descent, braved freezing temperatures to protest what they consider to be the fixed outcome of the Ukrainian presidential election.",0.6898356676101685,0.7178024053573608,0,3,0,31,"Successful"
"UN #39;s Kofe Annan Calls Iraq War Illegal United Nations Secretary General Kofi Annan said this week that the US war in Iraq is illegal and questioned whether the country could hold credible ","UN #39;s Kofe Annan Calls Iraq War Illegal United Nations Secretary General Kofi Annan said this week that the US war in Iraq is illegal and questioned whether the country could hold credible ",0.7551589012145996,0.7551589012145996,1,1,0,1,"Skipped"
"HD DVD will boost quality, help stores Four Hollywood studios this week embraced a new [[high-definition]] DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of pre-recorded DVDs to new heights.","HD DVD will boost quality, help stores Four Hollywood studios this week embraced a new [[high-definitioո]] DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of pre-recorded DVDs to new heights.",0.7168185114860535,0.7553071975708008,3,1,3,48,"Successful"
"EC presses for safer internet The EU Telecommunications Council today today launched Safer Internet Plus, a scheme to [[help]] parents and teachers control what children view online.","EC presses for safer internet The EU Telecommunications Council today today launched Safer Internet Plus, a scheme to [[հelp]] parents and teachers control what children view online.",0.6507341861724854,0.6526433825492859,3,0,3,30,"Successful"
"Qualcomm Raises Earnings Forecast Qualcomm Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone technology. The San Diego company said it expects earnings per ","Qualcomm Raises Earnings Forecast Qualcomm Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone technology. The San Diego company said it expects earnings per ",0.8195524215698242,0.8195524215698242,0,0,2,1,"Skipped"
"New RIAA File-swapping Suits Target Students Fletcher writes  quot;The Recording Industry Association of America filed another round of lawsuits against alleged file-swappers, including students on 13 university campuses.","New RIAA File-swapping Suits Target Students Fletcher writes  quot;The Recording Industry Association of America filed another round of lawsuits against alleged file-swappers, including students on 13 university campuses.",0.8053267002105713,0.8053267002105713,0,0,3,1,"Skipped"
"[[Kmart]] to Sell 18 Stores to Home [[Depot]]  NEW YORK ([[Reuters]]) - Retailer Kmart Holdings Corp. &[[lt]];A [[HREF]]=""[[http]]://www.investor.reuters.com/FullQuote.aspx?[[ticker]]=[[KMRT]].O [[target]]=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on [[Monday]] said it finalized a deal to sell 18 of its stores to  Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; for \$271 million.","[[Kmrt]] to Sell 18 Stores to Home [[Dept]]  NEW YORK ([[Reuterѕ]]) - Retailer Kmart Holdings Corp. &[[l𝚝]];A [[H]] [[REF]]=""[[httр]]://www.investor.reuters.com/FullQuote.aspx?[[ticer]]=[[KM]] [[RT]].O [[tarɡet]]=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt;  on [[M]] [[onday]] said it finalized a deal to sell 18 of its stores to  Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; for \$271 million.",0.5233815908432007,0.5312511920928955,2,2,2,441,"Failed"
"Baseball still learning lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 years since major league baseball's lights were dimmed and the World Series canceled, players and owners have cashed in.","Baseball still learning lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 years since major league baseball's lights were dimmed and the World Series canceled, players and owners have cashed in.",0.730266809463501,0.730266809463501,3,3,1,1,"Skipped"
"Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41 Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.","Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41 Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.",0.7671682834625244,0.7671682834625244,3,3,1,1,"Skipped"
"Unit Trust Fan Targets Health Care  NEW YORK (Reuters) - Businessman Sam Katz tried to tap into  Warren Buffet's gravy train a decade ago with a plan to make  the legendary investor's lofty Berkshire [[Hathaway]] shares more  accessible to the small investor.","Unit Trust Fan Targets Health Care  NEW YORK (Reuters) - Businessman Sam Katz tried to tap into  Warren Buffet's gravy train a decade ago with a plan to make  the legendary investor's lofty Berkshire [[Hathaԝay]] shares more  accessible to the small investor.",0.7360732555389404,0.7393815517425537,2,3,2,42,"Successful"
"Colgate to cut workforce CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close a third of its factories worldwide as part of a four-year restructuring.","Colgate to cut workforce CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close a third of its factories worldwide as part of a four-year restructuring.",0.7310135960578918,0.7310135960578918,3,3,2,1,"Skipped"
"Independent directors demanded Black #39;s resignation, investor says Catalyst Fund General Partner I Inc., a disgruntled shareholder of Hollinger Inc., claimed yesterday that the company #39;s independent board members have demanded the resignations of Conrad Black, his wife and other insiders -- a charge disputed by the ","Independent directors demanded Black #39;s resignation, investor says Catalyst Fund General Partner I Inc., a disgruntled shareholder of Hollinger Inc., claimed yesterday that the company #39;s independent board members have demanded the resignations of Conrad Black, his wife and other insiders -- a charge disputed by the ",0.7551550269126892,0.7551550269126892,3,3,2,1,"Skipped"
"Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; Islanders scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.","Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; Islanders scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0.780046820640564,0.780046820640564,1,1,0,1,"Skipped"
