"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt [[extends]] third-party war risk [[insurance]] SINGAPORE : The government is [[extending]] third-party war [[risk]] [[insurance]] [[cover]] to the Civil [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt [[run]] third-party war risk [[indemnity]] SINGAPORE : The government is [[offer]] third-party war [[endangerment]] [[policy]] [[address]] to the Civil [[airmanship]] [[bureau]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.14984548091888428,0.7357827425003052,2,3,2,285,"Successful"
"[[Mills]] [[Grabs]] \$1B Portfolio; Taubman Likely to [[Lose]] [[Contracts]] [[Mills]] Corp. agreed to purchase a 50 percent interest in [[nine]] [[malls]] owned by [[General]] Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The deal will [[extend]] ...","[[pulverization]] [[snaffle]] \$1B Portfolio; Taubman Likely to [[misplace]] [[compress]] [[grind]] Corp. agreed to purchase a 50 percent interest in [[club]] [[center]] owned by [[oecumenical]] Motors Asset Management Corp. for just over \$1 [[1000000000000]], creating a new joint venture between the groups. The deal will [[broaden]] ...",0.13051337003707886,0.5564886927604675,2,3,2,356,"Successful"
"[[Sun]] to [[shine]] spotlight on new [[operating]] system, Solaris [[10]] [[Sun]] Microsystems SUNW is expected to [[release]] a new version of its operating system today - a [[big]] part of the struggling [[computer]] maker #39;s plan to [[save]] itself.","[[insolate]] to [[refulgency]] spotlight on new [[mesh]] system, Solaris [[tenner]] [[Sunday]] Microsystems SUNW is expected to [[sack]] a new version of its operating system today - a [[self-aggrandising]] part of the struggling [[calculator]] maker #39;s plan to [[economize]] itself.",0.15032309293746948,0.53459632396698,3,2,3,424,"Successful"
"[[Fed]] Cup all tied up [[FRANCE]] #39;[[S]] Russian-born Tatiana Golovin [[left]] the [[Fed]] [[Cup]] [[final]] hanging in the balance [[today]] as she [[beat]] [[Russia]] #39;s [[US]] [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the tie at 2-2 and take it to the [[final]] [[doubles]] match.","[[course]] Cup all tied up [[France]] #39;[[siemens]] Russian-born Tatiana Golovin [[depart]] the [[course]] [[transfuse]] [[concluding]] hanging in the balance [[nowadays]] as she [[measure]] [[USSR]] #39;s [[uranium]] [[undefended]] [[paladin]] Svetlana Kuznetsova 6-4, 6-1 to [[stratum]] the tie at 2-2 and take it to the [[concluding]] [[double]] match.",0.11183232069015503,0.8120473623275757,1,2,1,748,"Successful"
"Nokia announces Near [[Field]] [[Communication]] products With the Nokia NFC ([[Near]] Field [[Communication]]) shell on their [[phone]], [[consumers]] will be [[able]] to [[access]] a [[variety]] of services and [[exchange]] [[information]] with a simple [[touch]] gesture.","Nokia announces Near [[area]] [[communication]] products With the Nokia NFC ([[penny-pinching]] Field [[communication]]) shell on their [[ring]], [[consumer]] will be [[capable]] to [[accession]] a [[kind]] of services and [[replace]] [[data]] with a simple [[feeling]] gesture.",0.11200499534606934,0.12288480997085571,3,3,3,417,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold [[medal]] in the women #39;s road [[cycling]] individual time [[trial]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold [[palm]] in the women #39;s road [[motorbike]] individual time [[run]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ",0.15269684791564941,0.6379146575927734,1,0,1,143,"Successful"
"[[President]] Hu congratulates Sihamoni on becoming [[king]] of [[Cambodia]] [[Chinese]] [[President]] Hu Jintao [[sent]] a [[message]] to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of [[Cambodia]].","[[prexy]] Hu congratulates Sihamoni on becoming [[Rex]] of [[Kampuchea]] [[Formosan]] [[chairwoman]] Hu Jintao [[mail]] a [[substance]] to Norodom Sihamoni on Thursday to [[preen]] him on his election as the [[baron]] of [[Kampuchea]].",0.11719900369644165,0.36240851879119873,0,0,0,167,"Failed"
"Govt. to [[Test]] New Air Passenger Screening Program The US government unveiled plans on Thursday for a [[revised]] computer-based [[program]] using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to [[tryout]] New Air Passenger Screening Program The US government unveiled plans on Thursday for a [[revise]] computer-based [[platform]] using personal information to identify airline passengers who may pose a threat to air travel.",0.18696731328964233,0.5664564967155457,3,2,3,229,"Successful"
"[[Afghans]] [[rocky]] road to [[historic]] [[elections]] KALAKAN, Afghanistan [[There]] were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not yet [[old]] enough to shave. [[There]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[son]].","[[Pashtu]] [[rough]] road to [[historical]] [[election]] KALAKAN, Afghanistan [[there]] were toothless [[older]] [[homo]], turbaned and gray-bearded, and [[immature]] [[gentleman]] not yet [[previous]] enough to shave. [[there]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[Word]].",0.11198228597640991,0.14072608947753906,0,0,0,272,"Failed"
"[[Oil]] Prices [[Set]] a [[New]] [[Record]] [[Above]] \$[[50]]  SINGAPORE (Reuters) - [[Oil]] prices [[set]] a [[new]] [[record]] above \$[[50]]  a barrel on Tuesday as a [[prolonged]] [[U]].[[S]]. [[production]] outage  [[following]] [[Hurricane]] Ivan [[attracted]] [[fresh]] [[speculative]] [[buying]].","[[anele]] Prices [[specify]] a [[Modern]] [[tape]] [[above]] \$[[L]]  SINGAPORE (Reuters) - [[crude]] prices [[specify]] a [[Modern]] [[tape]] above \$[[L]]  a barrel on Tuesday as a [[lengthy]] [[uranium]].[[mho]]. [[yield]] outage  [[survey]] [[hurricane]] Ivan [[pull]] [[clean]] [[wondering]] [[buy]].",0.11642646789550781,0.30373233556747437,2,2,2,596,"Failed"
