"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore [[govt]] extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk [[insurance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore [[gvot]] extends third-party war risk [[iansurance]] SINGAPORE : The government is extending third-party war risk [[insuranec]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.4616662859916687,0.6622639894485474,2,3,2,40,"Successful"
"[[Mills]] Grabs \$1B [[Portfolio]]; Taubman [[Likely]] to Lose Contracts Mills Corp. [[agreed]] to [[purchase]] a 50 percent [[interest]] in [[nine]] malls owned by [[General]] [[Motors]] Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","[[Miclls]] Grabs \$1B [[Porbtfolio]]; Taubman [[LikYely]] to Lose Contracts Mills Corp. [[Xgreed]] to [[purcNhase]] a 50 percent [[interset]] in [[ninD]] malls owned by [[Generfl]] [[Qotors]] Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",0.4152737855911255,0.6614971160888672,2,3,2,77,"Successful"
"[[Sun]] to [[shine]] [[spotlight]] on new [[operating]] system, [[Solaris]] 10 [[Sun]] [[Microsystems]] [[SUNW]] is expected to release a new version of its operating [[system]] today - a big part of the struggling [[computer]] maker #39;s plan to [[save]] itself.","[[un]] to [[shin]] [[spotliQght]] on new [[operatind]] system, [[Salaris]] 10 [[San]] [[Microysstems]] [[UNW]] is expected to release a new version of its operating [[seystem]] today - a big part of the struggling [[comptuer]] maker #39;s plan to [[savfe]] itself.",0.37318694591522217,0.5476309061050415,3,3,3,131,"Failed"
"Fed [[Cup]] all tied up FRANCE #[[39]];S Russian-born Tatiana Golovin left the [[Fed]] [[Cup]] [[final]] hanging in the [[balance]] today as she [[beat]] Russia #[[39]];s US [[Open]] [[champion]] Svetlana Kuznetsova [[6-4]], 6-1 to [[level]] the tie at 2-2 and take it to the final doubles match.","Fed [[Cpu]] all tied up FRANCE #[[Q39]];S Russian-born Tatiana Golovin left the [[eFd]] [[CXp]] [[finHal]] hanging in the [[ablance]] today as she [[beta]] Russia #[[93]];s US [[OXpen]] [[Dchampion]] Svetlana Kuznetsova [[6X4]], 6-1 to [[elvel]] the tie at 2-2 and take it to the final doubles match.",0.4263417720794678,0.8367593288421631,1,3,1,126,"Successful"
"[[Nokia]] [[announces]] [[Near]] Field Communication products With the [[Nokia]] [[NFC]] (Near Field Communication) shell on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and exchange information with a simple [[touch]] gesture.","[[Nkia]] [[announcse]] [[NeHr]] Field Communication products With the [[NoZia]] [[NFf]] (Near Field Communication) shell on their [[fphone]], consumers will be [[bale]] to [[acces]] a [[evariety]] of services and exchange information with a simple [[touhch]] gesture.",0.3596990704536438,0.7055748701095581,3,2,3,101,"Successful"
"Today in Athens Leontien Zijlaard-van Moorsel of the [[Netherlands]] wipes a tear after [[winning]] the [[gold]] [[medal]] in the women #[[39]];s [[road]] [[cycling]] individual time trial at the Vouliagmeni [[Olympic]] [[Centre]] in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the [[Netherlanmds]] wipes a tear after [[winnizng]] the [[godl]] [[medam]] in the women #[[e39]];s [[raod]] [[cyclinSg]] individual time trial at the Vouliagmeni [[Olymipc]] [[Cqentre]] in Athens on [[Wednusday]]. ",0.3281187415122986,0.7072350978851318,1,3,1,75,"Successful"
"[[President]] Hu congratulates Sihamoni on becoming king of [[Cambodia]] [[Chinese]] President [[Hu]] Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the king of [[Cambodia]].","[[rPesident]] Hu congratulates Sihamoni on becoming king of [[CambodNia]] [[ChinXse]] President [[H]] Jintao sent a message to Norodom Sihamoni on Thursday to [[cnogratulate]] him on his election as the king of [[Cambdoia]].",0.4539954662322998,0.7322325110435486,0,3,0,53,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.7110236287117004,0.7110236287117004,2,2,3,1,"Skipped"
"[[Afghans]] rocky [[road]] to [[historic]] [[elections]] [[KALAKAN]], Afghanistan [[There]] were toothless [[old]] [[men]], [[turbaned]] and [[gray-bearded]], and young [[men]] not [[yet]] [[old]] enough to [[shave]]. There were [[mullahs]] and [[mujahedeen]], and the [[presidential]] [[candidate]] #[[39]];s 3-year-old son.","[[dAfghans]] rocky [[oad]] to [[histohic]] [[electzions]] [[KALAKA]], Afghanistan [[Therue]] were toothless [[ol]] [[meAn]], [[turband]] and [[gray-berded]], and young [[mean]] not [[et]] [[olr]] enough to [[save]]. There were [[mullhs]] and [[mujaheeen]], and the [[presidejntial]] [[cndidate]] #[[3d]];s 3-year-old son.",0.4456025958061218,0.6858586072921753,0,0,0,136,"Failed"
"[[Oil]] Prices Set a [[New]] Record Above \$50  [[SINGAPORE]] ([[Reuters]]) - Oil prices set a [[new]] [[record]] above \$[[50]]  a [[barrel]] on [[Tuesday]] as a [[prolonged]] U.S. [[production]] outage  following Hurricane Ivan [[attracted]] [[fresh]] speculative [[buying]].","[[iOl]] Prices Set a [[ew]] Record Above \$50  [[SINGyPORE]] ([[Rwuters]]) - Oil prices set a [[nOw]] [[recHord]] above \$[[0]]  a [[barkrel]] on [[Tuesay]] as a [[pkolonged]] U.S. [[pDroduction]] outage  following Hurricane Ivan [[atrtacted]] [[rfesh]] speculative [[byuing]].",0.4270284175872803,0.6823594570159912,2,3,2,94,"Successful"
"[[Sun's]] [[Looking]] [[Glass]] [[Provides]] [[3D]] [[View]] Developers get [[early]] [[code]] for [[new]] [[operating]] [[system]] '[[skin']] [[still]] being crafted.","[[ZSun's]] [[LookiWng]] [[Gass]] [[ProvideD]] [[tD]] [[VieY]] Developers get [[aerly]] [[codQe]] for [[nw]] [[operatng]] [[sysUtem]] '[[skQin']] [[stilvl]] being crafted.",0.31919795274734497,0.6958402991294861,3,2,3,72,"Successful"
"Phelps Seeks More Gold at World Championships  [[INDIANAPOLIS]] ([[Reuters]]) - Still riding a wave of euphoria  from the [[Olympics]], [[Michael]] Phelps [[returns]] to the pool this [[week]]  at the world [[short]] [[course]] swimming championships seeking a  repeat of his six gold medals in [[Athens]].","Phelps Seeks More Gold at World Championships  [[IDIANAPOLIS]] ([[Reuterm]]) - Still riding a wave of euphoria  from the [[Oylmpics]], [[MVchael]] Phelps [[rMeturns]] to the pool this [[weeG]]  at the world [[Dshort]] [[cnurse]] swimming championships seeking a  repeat of his six gold medals in [[AthenKs]].",0.38963568210601807,0.7633485794067383,1,3,1,64,"Successful"
"US suspends helicopter flights after Japan [[crash]] ([[AFP]]) [[AFP]] - The [[United]] States [[suspended]] flights of CH-53D [[military]] helicopters in [[Japan]], [[bowing]] to [[protests]] over a crash in an [[Okinawa]] university campus.","US suspends helicopter flights after Japan [[crasb]] ([[APF]]) [[APF]] - The [[Unitcd]] States [[sucpended]] flights of CH-53D [[militayr]] helicopters in [[Japax]], [[bowpng]] to [[prtoests]] over a crash in an [[Okinaa]] university campus.",0.4743221402168274,0.7473653554916382,0,3,0,64,"Successful"
"Anniversary remembered on [[game]] day [[When]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's [[coach]]. [[On]] that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[agme]] day [[tWhen]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's [[cocah]]. [[Oen]] that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.3221970796585083,0.7580917477607727,1,2,1,46,"Successful"
"[[Viacom]], [[Disney]] pay \$1.[[5M]] FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s [[cable]] television networks violated [[advertising]] restrictions, the FCC said Thursday.","[[Viacqm]], [[iDsney]] pay \$1.[[5ZM]] FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s [[Lcable]] television networks violated [[advertisinfg]] restrictions, the FCC said Thursday.",0.429080069065094,0.6519979238510132,2,3,2,50,"Successful"
"[[Pfizer]] Sends Out Update On [[Drug]] [[Bextra]] [[Pfizer]] [[Inc]]. said Friday that it will provide [[health-care]] professionals with additional information about its [[Bextra]] [[arthritis]] drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.","[[vPfizer]] Sends Out Update On [[Drgu]] [[extra]] [[PfizEer]] [[nIc]]. said Friday that it will provide [[healthc-are]] professionals with additional information about its [[Bexrta]] [[rthritis]] drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.",0.3816695213317871,0.6790798902511597,2,3,2,61,"Successful"
"Restive Maldives eases [[curfew]] after rounding up dissidents (AFP) [[AFP]] - A [[curfew]] in the capital of the [[Maldives]] was [[eased]] but [[parliament]] [[sessions]] were [[put]] off [[indefinitely]] and [[emergency]] [[rule]] [[continued]] [[following]] [[last]] week's riots, officials and residents said.","Restive Maldives eases [[cufrew]] after rounding up dissidents (AFP) [[AdFP]] - A [[curfSw]] in the capital of the [[MaldiIves]] was [[ased]] but [[pariiament]] [[sessons]] were [[pxut]] off [[uindefinitely]] and [[emeWgency]] [[xrule]] [[cntinued]] [[follkwing]] [[lGast]] week's riots, officials and residents said.",0.4486677050590515,0.7018477916717529,0,3,0,114,"Successful"
"[[Science]] ; As ice thaws, [[arctic]] peoples at loss for words [[Science]] [[News]], Iceland, What are the [[words]] used by indigenous peoples in the [[Arctic]] for  quot;hornet, [[quot]];  quot;[[robin]], quot;  quot;[[elk]], quot;  [[quot]];barn owl quot; or  quot;salmon?","[[Sciene]] ; As ice thaws, [[artic]] peoples at loss for words [[hcience]] [[eNws]], Iceland, What are the [[owrds]] used by indigenous peoples in the [[Arftic]] for  quot;hornet, [[quto]];  quot;[[roin]], quot;  quot;[[ek]], quot;  [[qut]];barn owl quot; or  quot;salmon?",0.346591055393219,0.6887922286987305,3,0,3,89,"Successful"
"Oracle tender results out Saturday Company will report preliminary count of its \$8.8B hostile bid for PeopleSoft after 1 am ET. NEW [[YORK]] (Reuters) - Oracle [[Corp]]. said it would report preliminary results of its \$8.8 billion hostile tender offer ","Oracle tender results out Saturday Company will report preliminary count of its \$8.8B hostile bid for PeopleSoft after 1 am ET. NEW [[YOR]] (Reuters) - Oracle [[CCorp]]. said it would report preliminary results of its \$8.8 billion hostile tender offer ",0.5570641756057739,0.6640670299530029,2,3,2,40,"Successful"
"HONDA LINKED WITH BAR TAKEOVER BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.","HONDA LINKED WITH BAR TAKEOVER BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.",0.7194708585739136,0.7194708585739136,2,2,1,1,"Skipped"
"IT [[Heavies]] [[Launch]]  quot;[[MegaGrid]] quot; [[Project]] SAN FRANCISCO -- Four [[mainstream]] IT companies are pooling resources to [[launch]] a [[standardized]] enterprise grid infrastructure based on their products.","IT [[HeavieX]] [[Luanch]]  quot;[[MeLaGrid]] quot; [[Projecf]] SAN FRANCISCO -- Four [[mainsream]] IT companies are pooling resources to [[alunch]] a [[satandardized]] enterprise grid infrastructure based on their products.",0.33902597427368164,0.7093449831008911,3,2,3,51,"Successful"
"FCC ruling sets stage for [[broadband]] surge [[Broadband]] service may get a little [[broader]] in the next few years, now that the Federal Communications Commission is graciously stepping out of the way.","FCC ruling sets stage for [[broadbnd]] surge [[Baroadband]] service may get a little [[broZader]] in the next few years, now that the Federal Communications Commission is graciously stepping out of the way.",0.4221811890602112,0.7003601789474487,3,2,3,33,"Successful"
"[[US]] Airways, Pilots [[Union]] Near Agreement [[US]] [[Airways]] is seeking \$800 million in [[concessions]] from employee unions as it attempts to avoid filing [[Chapter]] [[11]]. [[The]] [[Air]] [[Line]] Pilots Association will present its proposal on the evening of ","[[UfS]] Airways, Pilots [[Unibn]] Near Agreement [[Uv]] [[AirwaRys]] is seeking \$800 million in [[conceBssions]] from employee unions as it attempts to avoid filing [[Chater]] [[x11]]. [[Th]] [[Ai]] [[LiVe]] Pilots Association will present its proposal on the evening of ",0.40725177526474,0.6741729378700256,2,3,2,66,"Successful"
"[[Blast]] [[kills]] one, [[injures]] [[15]] in southwest Pakistan [[QUETTA]], [[Pakistan]] - A [[bomb]] fixed to a [[bicycle]] killed one [[man]] and [[injured]] [[15]] [[people]] in [[southwestern]] Pakistans restive desert [[province]] of Baluchistan on Thursday, police said.","[[Blabst]] [[kTlls]] one, [[njures]] [[t15]] in southwest Pakistan [[QUTETA]], [[Pkistan]] - A [[kbomb]] fixed to a [[bicyle]] killed one [[amn]] and [[injuTred]] [[v15]] [[peoplD]] in [[southwesaern]] Pakistans restive desert [[pdovince]] of Baluchistan on Thursday, police said.",0.4275892376899719,0.7422282099723816,0,3,0,121,"Successful"
"4 [[French]] schoolgirls expelled for wearing head scarves [[Two]] [[Muslim]] girls were expelled Wednesday from [[high]] school for refusing to remove their head scarf -- the fourth such [[expulsions]] in two days as officials began taking action against ","4 [[cFrench]] schoolgirls expelled for wearing head scarves [[Xwo]] [[Msulim]] girls were expelled Wednesday from [[higgh]] school for refusing to remove their head scarf -- the fourth such [[xpulsions]] in two days as officials began taking action against ",0.45297038555145264,0.7223542928695679,0,3,0,47,"Successful"
