"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt [[extends]] third-party war risk [[insurance]] SINGAPORE : The government is [[extending]] third-party war risk [[insurance]] [[cover]] to the Civil [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt [[offer]] third-party war risk [[indemnity]] SINGAPORE : The government is [[extend]] third-party war risk [[indemnity]] [[overlay]] to the Civil [[air]] [[office]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.38463151454925537,0.7767165303230286,2,3,2,273,"Successful"
"Mills [[Grabs]] \$1B Portfolio; Taubman [[Likely]] to [[Lose]] [[Contracts]] [[Mills]] Corp. agreed to purchase a 50 percent interest in [[nine]] [[malls]] owned by [[General]] Motors Asset Management Corp. for just over \$[[1]] [[billion]], creating a [[new]] [[joint]] venture between the [[groups]]. The [[deal]] will [[extend]] ...","Mills [[snatch]] \$1B Portfolio; Taubman [[potential]] to [[miss]] [[compact]] [[factory]] Corp. agreed to purchase a 50 percent interest in [[club]] [[promenade]] owned by [[cosmopolitan]] Motors Asset Management Corp. for just over \$[[unity]] [[jillion]], creating a [[newly]] [[join]] venture between the [[group]]. The [[stack]] will [[cover]] ...",0.30693620443344116,0.6747754812240601,2,1,2,441,"Successful"
"Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its [[operating]] system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its [[mesh]] system today - a big part of the struggling computer maker #39;s plan to save itself.",0.5339096784591675,0.7114796042442322,3,1,3,297,"Successful"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the Fed [[Cup]] final [[hanging]] in the [[balance]] [[today]] as she [[beat]] Russia #39;s US [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to level the [[tie]] at 2-2 and take it to the final [[doubles]] [[match]].","[[feed]] [[transfuse]] all [[connect]] up FRANCE #39;[[siemens]] Russian-born Tatiana Golovin [[result]] the Fed [[cup]] final [[cling]] in the [[equilibrium]] [[now]] as she [[crush]] Russia #39;s US [[outdoors]] [[genius]] Svetlana Kuznetsova 6-4, 6-1 to level the [[tie-up]] at 2-2 and take it to the final [[double]] [[agree]].",0.41000550985336304,0.5624489784240723,1,3,1,748,"Successful"
"Nokia [[announces]] [[Near]] Field Communication [[products]] With the Nokia NFC ([[Near]] [[Field]] Communication) shell on their [[phone]], consumers will be [[able]] to access a [[variety]] of services and [[exchange]] information with a simple [[touch]] gesture.","Nokia [[announce]] [[near]] Field Communication [[intersection]] With the Nokia NFC ([[about]] [[sphere]] Communication) shell on their [[telephone]], consumers will be [[capable]] to access a [[miscellanea]] of services and [[change]] information with a simple [[pertain]] gesture.",0.42987704277038574,0.5002192258834839,3,3,3,417,"Failed"
"[[Today]] in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the [[women]] #39;s [[road]] [[cycling]] [[individual]] time trial at the Vouliagmeni Olympic [[Centre]] in Athens on [[Wednesday]]. ","[[now]] in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[pluck]] after winning the gold medal in the [[char]] #39;s [[route]] [[cycle]] [[item-by-item]] time trial at the Vouliagmeni Olympic [[centre]] in Athens on [[Wed]]. ",0.4527125358581543,0.613667368888855,1,3,1,205,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on [[becoming]] [[king]] of [[Cambodia]] [[Chinese]] [[President]] Hu Jintao [[sent]] a [[message]] to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of Cambodia.","[[prexy]] Hu [[congratulate]] Sihamoni on [[turn]] [[King]] of [[Kampuchea]] [[Taiwanese]] [[chair]] Hu Jintao [[ship]] a [[substance]] to Norodom Sihamoni on Thursday to [[compliment]] him on his election as the [[queen]] of Cambodia.",0.1645163893699646,0.42791587114334106,0,0,0,167,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.8646165728569031,0.8646165728569031,2,2,3,1,"Skipped"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] [[elections]] KALAKAN, Afghanistan [[There]] were toothless [[old]] [[men]], turbaned and gray-bearded, and young [[men]] not [[yet]] [[old]] [[enough]] to [[shave]]. [[There]] were mullahs and [[mujahedeen]], and the presidential candidate #39;s 3-year-old [[son]].","[[Afghan]] [[rough]] [[route]] to [[historical]] [[election]] KALAKAN, Afghanistan [[thither]] were toothless [[quondam]] [[humans]], turbaned and gray-bearded, and young [[Man]] not [[heretofore]] [[older]] [[plenty]] to [[plane]]. [[there]] were mullahs and [[mujahidin]], and the presidential candidate #39;s 3-year-old [[Logos]].",0.15164345502853394,0.17249393463134766,0,0,0,272,"Failed"
"Oil Prices Set a New Record Above \$50  SINGAPORE (Reuters) - Oil prices set a new [[record]] above \$50  a barrel on Tuesday as a prolonged U.S. production outage  [[following]] Hurricane Ivan [[attracted]] [[fresh]] [[speculative]] [[buying]].","Oil Prices Set a New Record Above \$50  SINGAPORE (Reuters) - Oil prices set a new [[enter]] above \$50  a barrel on Tuesday as a prolonged U.S. production outage  [[accompany]] Hurricane Ivan [[draw]] [[overbold]] [[questioning]] [[bribe]].",0.48505663871765137,0.6200085282325745,2,1,2,388,"Successful"
