"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk [[insurance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] Airlines group.","Singapore govt extends third-party war risk [[insuhance]] SINGAPORE : The government is extending third-party war risk [[insuranc]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the [[Singapre]] Airlines group.",0.29525643587112427,0.6800251603126526,2,0,2,40,"Successful"
"Mills Grabs \$1B [[Portfolio]]; Taubman Likely to Lose Contracts Mills [[Corp]]. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management [[Corp]]. for just over \$1 billion, creating a [[new]] joint venture between the groups. [[The]] [[deal]] will [[extend]] ...","Mills Grabs \$1B [[ortfolio]]; Taubman Likely to Lose Contracts Mills [[Cop]]. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management [[Cop]]. for just over \$1 billion, creating a [[nw]] joint venture between the groups. [[SThe]] [[deHal]] will [[extevnd]] ...",0.13716816902160645,0.14708399772644043,2,2,2,159,"Failed"
"[[Sun]] to [[shine]] [[spotlight]] on new operating system, [[Solaris]] [[10]] [[Sun]] [[Microsystems]] SUNW is expected to [[release]] a [[new]] [[version]] of its operating system today - a big part of the struggling [[computer]] [[maker]] #[[39]];s plan to [[save]] itself.","[[un]] to [[shZne]] [[spolight]] on new operating system, [[SolDris]] [[01]] [[uSn]] [[MicrEosystems]] SUNW is expected to [[relewse]] a [[nwe]] [[vesion]] of its operating system today - a big part of the struggling [[compute]] [[makr]] #[[93]];s plan to [[saev]] itself.",0.28826284408569336,0.5207865238189697,3,3,3,131,"Failed"
"Fed Cup all tied up FRANCE #39;S [[Russian-born]] [[Tatiana]] [[Golovin]] [[left]] the Fed Cup final [[hanging]] in the balance [[today]] as she beat Russia #39;s [[US]] Open champion Svetlana [[Kuznetsova]] [[6-4]], 6-1 to level the tie at 2-2 and take it to the final doubles match.","Fed Cup all tied up FRANCE #39;S [[Russian-bXrn]] [[Tatqiana]] [[hGolovin]] [[lePt]] the Fed Cup final [[hSanging]] in the balance [[todaky]] as she beat Russia #39;s [[SU]] Open champion Svetlana [[KuznetsAva]] [[D-4]], 6-1 to level the tie at 2-2 and take it to the final doubles match.",0.1630086898803711,0.2014363408088684,1,1,1,160,"Failed"
"[[Nokia]] announces Near [[Field]] Communication products [[With]] the [[Nokia]] [[NFC]] (Near [[Field]] [[Communication]]) shell on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and exchange [[information]] with a [[simple]] [[touch]] [[gesture]].","[[NokWia]] announces Near [[Fild]] Communication products [[Wth]] the [[NoAia]] [[NiFC]] (Near [[Fiejld]] [[CommunicatioI]]) shell on their [[pnhone]], consumers will be [[albe]] to [[jaccess]] a [[vardiety]] of services and exchange [[inormation]] with a [[simlpe]] [[toIuch]] [[gestuRre]].",0.2754783630371094,0.5237044095993042,3,3,3,120,"Failed"
"Today in Athens [[Leontien]] Zijlaard-van [[Moorsel]] of the Netherlands [[wipes]] a [[tear]] after [[winning]] the gold medal in the women #[[39]];s road cycling individual time [[trial]] at the [[Vouliagmeni]] [[Olympic]] [[Centre]] in [[Athens]] on [[Wednesday]]. ","Today in Athens [[LWontien]] Zijlaard-van [[MoBorsel]] of the Netherlands [[wipeSs]] a [[tea]] after [[winniHng]] the gold medal in the women #[[f39]];s road cycling individual time [[triKl]] at the [[Vouliagmeyi]] [[zlympic]] [[entre]] in [[Fthens]] on [[Wednesdya]]. ",0.1589210033416748,0.20249027013778687,1,1,1,115,"Failed"
"President [[Hu]] [[congratulates]] [[Sihamoni]] on [[becoming]] [[king]] of [[Cambodia]] Chinese President Hu [[Jintao]] [[sent]] a [[message]] to [[Norodom]] Sihamoni on [[Thursday]] to [[congratulate]] him on his election as the [[king]] of [[Cambodia]].","President [[H]] [[conPratulates]] [[Sihakoni]] on [[becominDg]] [[kLng]] of [[CamEodia]] Chinese President Hu [[Jitnao]] [[bent]] a [[Dessage]] to [[NoroLdom]] Sihamoni on [[ThursdEay]] to [[congrtaulate]] him on his election as the [[kng]] of [[CamboQdia]].",0.11813688278198242,0.23153865337371826,0,0,0,101,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.8067016005516052,0.8067016005516052,2,2,3,1,"Skipped"
"[[Afghans]] rocky [[road]] to historic elections [[KALAKAN]], Afghanistan [[There]] were toothless old men, turbaned and gray-bearded, and [[young]] men not [[yet]] old enough to shave. There were [[mullahs]] and [[mujahedeen]], and the [[presidential]] candidate #[[39]];s [[3-year-old]] son.","[[Agfhans]] rocky [[rod]] to historic elections [[KALAKNA]], Afghanistan [[Three]] were toothless old men, turbaned and gray-bearded, and [[yuong]] men not [[ye]] old enough to shave. There were [[mulalhs]] and [[mujaheden]], and the [[pesidential]] candidate #[[9]];s [[3-yeavr-old]] son.",0.11688226461410522,0.14735472202301025,0,0,0,136,"Failed"
"Oil Prices Set a [[New]] [[Record]] Above \$[[50]]  [[SINGAPORE]] ([[Reuters]]) - Oil prices set a [[new]] [[record]] above \$50  a [[barrel]] on [[Tuesday]] as a prolonged U.S. [[production]] [[outage]]  [[following]] Hurricane Ivan [[attracted]] [[fresh]] speculative [[buying]].","Oil Prices Set a [[eNw]] [[RecorM]] Above \$[[5o0]]  [[SINGAPROE]] ([[ReutZers]]) - Oil prices set a [[nw]] [[recrod]] above \$50  a [[barreA]] on [[Tuedsay]] as a prolonged U.S. [[producoion]] [[outag]]  [[folowing]] Hurricane Ivan [[avttracted]] [[fersh]] speculative [[buyiRng]].",0.15145879983901978,0.3571847677230835,2,2,2,134,"Failed"
"[[Sun's]] Looking [[Glass]] Provides [[3D]] View Developers [[get]] early code for [[new]] [[operating]] system '[[skin']] [[still]] being [[crafted]].","[[Suns']] Looking [[lass]] Provides [[eD]] View Developers [[et]] early code for [[nw]] [[operatin]] system '[[ski']] [[sLtill]] being [[crasted]].",0.2750595211982727,0.2818247079849243,3,3,3,80,"Failed"
"Phelps [[Seeks]] [[More]] [[Gold]] at World [[Championships]]  [[INDIANAPOLIS]] ([[Reuters]]) - Still [[riding]] a [[wave]] of [[euphoria]]  from the Olympics, [[Michael]] Phelps [[returns]] to the [[pool]] this [[week]]  at the world short course [[swimming]] [[championships]] [[seeking]] a  [[repeat]] of his six [[gold]] medals in Athens.","Phelps [[Sees]] [[Mor]] [[God]] at World [[Campionships]]  [[INDIANAPOLIX]] ([[Reubers]]) - Still [[rriding]] a [[wavMe]] of [[euphuria]]  from the Olympics, [[Mihcael]] Phelps [[reurns]] to the [[pMol]] this [[weGek]]  at the world short course [[wimming]] [[chamiponships]] [[sexking]] a  [[erpeat]] of his six [[gld]] medals in Athens.",0.1531885862350464,0.21638542413711548,1,1,1,146,"Failed"
"US suspends helicopter flights after [[Japan]] [[crash]] (AFP) AFP - [[The]] [[United]] [[States]] suspended [[flights]] of [[CH-53D]] [[military]] [[helicopters]] in [[Japan]], [[bowing]] to [[protests]] over a crash in an Okinawa university campus.","US suspends helicopter flights after [[Jpaan]] [[cash]] (AFP) AFP - [[hTe]] [[Unite]] [[StateGs]] suspended [[flightRs]] of [[C-H53D]] [[miitary]] [[helZicopters]] in [[xJapan]], [[gbowing]] to [[protelsts]] over a crash in an Okinawa university campus.",0.13445472717285156,0.5833184719085693,0,3,0,80,"Successful"
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, [[2001]], Tom O'Brien, if only for a moment, stopped being [[Boston]] College's [[coach]]. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gamze]] day When the attacks came on Sept. 11, [[200F1]], Tom O'Brien, if only for a moment, stopped being [[Bosto]] College's [[coch]]. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.14387279748916626,0.8731389045715332,1,0,1,58,"Successful"
"[[Viacom]], Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 [[million]] from the [[Federal]] Communications [[Commission]] over claims their children #[[39]];s [[cable]] television networks violated [[advertising]] restrictions, the FCC said Thursday.","[[Viaom]], Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 [[miMllion]] from the [[eFderal]] Communications [[Cmmission]] over claims their children #[[S9]];s [[able]] television networks violated [[sdvertising]] restrictions, the FCC said Thursday.",0.231065571308136,0.5752868056297302,2,3,2,58,"Successful"
"Pfizer Sends Out Update On [[Drug]] Bextra Pfizer [[Inc]]. [[said]] Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #[[39]];s long-term cardiovascular safety record.","Pfizer Sends Out Update On [[DruCg]] Bextra Pfizer [[nIc]]. [[siad]] Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #[[H9]];s long-term cardiovascular safety record.",0.15805238485336304,0.5718709230422974,2,3,2,44,"Successful"
"[[Restive]] Maldives [[eases]] curfew after [[rounding]] up [[dissidents]] ([[AFP]]) [[AFP]] - A [[curfew]] in the [[capital]] of the Maldives was [[eased]] but [[parliament]] [[sessions]] were put off indefinitely and emergency [[rule]] continued following [[last]] [[week's]] [[riots]], [[officials]] and [[residents]] said.","[[Retive]] Maldives [[ases]] curfew after [[roundinT]] up [[dssidents]] ([[FAP]]) [[FP]] - A [[cufrew]] in the [[capita]] of the Maldives was [[leased]] but [[parliamenZt]] [[session]] were put off indefinitely and emergency [[rue]] continued following [[las]] [[veek's]] [[rqiots]], [[offiials]] and [[residenmts]] said.",0.11772507429122925,0.9239662289619446,0,1,0,128,"Successful"
"Alleged U.S. Deserter [[Set]] to [[Surrender]] [[TOKYO]] - Accused U.S. Army [[deserter]] Charles Jenkins [[left]] his [[Tokyo]] hospital for an [[American]] military base to [[surrender]] to military [[authorities]] Saturday, [[nearly]] [[40]] years after he allegedly defected to North Korea...","Alleged U.S. Deserter [[Sebt]] to [[ZSurrender]] [[TOKXO]] - Accused U.S. Army [[desertef]] Charles Jenkins [[lefYt]] his [[Tokwyo]] hospital for an [[AmSerican]] military base to [[surPender]] to military [[authorties]] Saturday, [[Gnearly]] [[4w0]] years after he allegedly defected to North Korea...",0.11794888973236084,0.22188621759414673,0,0,0,136,"Failed"
"UPDATE 1-Jimenez, Garcia, [[Donald]] make Langer a happy [[man]] Miguel [[Angel]] [[Jimenez]] and [[Sergio]] Garcia warmed up for this month #39;s [[Ryder]] [[Cup]] with [[sparkling]] [[starts]] at the European [[Masters]] on Thursday.","UPDATE 1-Jimenez, Garcia, [[Donad]] make Langer a happy [[maD]] Miguel [[AngeCl]] [[Jimeez]] and [[Sergi]] Garcia warmed up for this month #39;s [[Ryer]] [[up]] with [[sparfling]] [[sarts]] at the European [[Mastes]] on Thursday.",0.14777445793151855,0.23771768808364868,1,1,1,116,"Failed"
"Shanghai [[Readies]] for Rockets-Kings Game (AP) AP - Built in the days of Mao Zedong's 1966-76 Cultural Revolution, Shanghai's rundown city [[gymnasium]] is getting the full [[NBA]] [[treatment]] for next month's exhibition game between the Sacramento Kings and the [[Houston]] Rockets.","Shanghai [[Readise]] for Rockets-Kings Game (AP) AP - Built in the days of Mao Zedong's 1966-76 Cultural Revolution, Shanghai's rundown city [[ygmnasium]] is getting the full [[CNBA]] [[treatmeft]] for next month's exhibition game between the Sacramento Kings and the [[Qouston]] Rockets.",0.17050689458847046,0.6242637038230896,1,3,1,54,"Successful"
"[[29]] [[escapees]] from North seek refuge at school in Beijing BEIJING -- [[Twenty-nine]] [[people]] believed to be North Korean entered the Japanese school in [[Beijing]] on Wednesday morning to seek [[asylum]] in a [[country]] other than China, according to [[Foreign]] [[Ministry]] [[officials]] in [[Tokyo]].","[[92]] [[ecapees]] from North seek refuge at school in Beijing BEIJING -- [[TwenCty-nine]] [[pepole]] believed to be North Korean entered the Japanese school in [[hBeijing]] on Wednesday morning to seek [[aasylum]] in a [[couftry]] other than China, according to [[Foreigcn]] [[Miinstry]] [[officGials]] in [[TokNyo]].",0.1213718056678772,0.6625913381576538,0,3,0,97,"Successful"
"[[Olympics-Five]] sports on shortlist for possible [[Games]] inclusion Golf, [[rugby]] and squash are on a shortlist of five [[sports]] to be [[assessed]] for [[possible]] [[inclusion]] in the [[2012]] Olympics. [[The]] [[International]] [[Olympic]] Committee is reviewing ","[[Olympics-Fve]] sports on shortlist for possible [[GameNs]] inclusion Golf, [[rugyb]] and squash are on a shortlist of five [[sporwts]] to be [[assessef]] for [[psosible]] [[Yinclusion]] in the [[X012]] Olympics. [[Tahe]] [[Internationfl]] [[Olmypic]] Committee is reviewing ",0.19613999128341675,0.6081180572509766,1,3,1,73,"Successful"
