Hong Kong's Legislative Council will soon welcome a group of newly elected democrats.,world,0
Local forces in Sierra Leone take over security control of Freetown from UN peacekeepers following the conclusion of a violent conflict.,world,0
that it is launching its own Push To Talk service before a standardized PTT system is established.,business,3
"Thaksin is under scrutiny following a massacre as a bomb exploded in two bars in southern Thailand, resulting in two deaths and approximately 20 injuries. This could be a response to the recent deaths of 78 Muslims in police custody.",world,0
"The White House is considering appointing Ben S. Bernanke, a member of the Federal Reserve Board, as chairman to lead its economic team for its second-term agenda.",business,2
"The dollar has reached a new low against the euro, prompting the US Treasury Secretary to promise a strong dollar.",business,2
"Fish and chips and pub food are still the top choices for Britons, surpassing Chinese and Indian takeout.",business,0
"Cingular Wireless, the biggest wireless carrier in the US after merging with AT&T Wireless, has finished integration activities earlier than expected and anticipates cost savings from the merger to surpass previous projections.",business,2
"Infineon, the largest chipmaker in Europe, disappointed analysts as profits fell €100m ($70m) below expectations.",business,2
A Singapore Airlines flight from Frankfurt to New York was diverted to Manchester Airport in northern England on Monday due to a bomb threat that police believe may have been a hoax.,world,0
"To improve upon Google, A9.com, Amazon's new search site, provides Google's search results while also offering additional features. Enter your email to access the site.",business,3
"The board of Reliance Mumbai fully supports Mukesh Ambani's recent decisions, including the controversial one that made him the ultimate authority in the group.",business,2
New Zealand and Australia tied 16-16 in the opening match of the 2004 Tri-Nations rugby series.,sports,0
Cox Communications has created a committee of independent directors to evaluate Cox Enterprises' offer to purchase the company for $8 billion in stocks.,business,2
"Raja Ramanna, the scientist who led India's nuclear program, passed away at the age of 79 in Bombay, causing grief among the scientific community.",science,0
"Rescuers in the Philippines are searching for more survivors after four people, including a toddler, were rescued from a building that was crushed by a landslide 11 days ago.",world,0
"Despite the Big Dig facing issues such as costly overruns, tunnel leaks, and lawsuits, the companies managing it are not significantly affected.",business,2
"Research shows that fatal traffic accidents in Israel rise significantly three days after a terrorist attack, and the cause is being investigated.",world,3
"ICANN has approved two new sponsored Internet domains, .post and .travel, for the post and travel industries.",business,3
"Citrix Systems is acquiring Net6, a private company that produces SSL VPN technology, for $50 million in cash.",business,3
"For those interested, the documents that led to Microsoft's settlement with Sun Microsystems in April can be found in the links provided.",business,3
"London Zoo welcomes the birth of a rare tree-dwelling rodent, the Panay cloud rat, from the Philippines.",science,3
"As Hurricane Ivan gained strength, residents of Caribbean islands rushed to prepare by installing storm shutters and purchasing water, following closely on the heels of Hurricane Frances which recently hit the region and Florida.",world,0
An Australian airport was closed for nearly an hour due to a vibrating sex toy found in a garbage can.,World,0
"When using Windows Media Player 10 for Windows XP, you may have noticed that Microsoft changed the language from formal to casual, replacing ""Copy from CD"" and ""Copy to CD"" with different terms.",business,3
"The US claims that North Korea is making a mistake by delaying talks on its nuclear programs until after the US presidential election, while China is attempting to resolve the issue diplomatically.",world,0
"A government report revealed that Brazil has become a top polluter due to the burning of the Amazon and other forests, which accounts for 75% of the country's greenhouse gas emissions.",World,0
"Financial services companies reported strong earnings, positive economic data and reassuring news from the Federal Reserve led to a rise in stocks on Tuesday. The market was not surprised by the Fed's decision to increase short-term interest rates by 0.25%.",business,0
"Jury selection for the Kobe Bryant rape trial starts on Friday with potential jurors filling out a questionnaire to determine their eligibility to judge a case involving race, sex, and celebrity.",sports,1
"On Friday, an American jet attacked a house in Fallujah where approximately 10 members of an al-Qaida-linked group were meeting, resulting in the deaths of at least three people.",world,0
"A lawsuit challenging Microsoft's ""AutoPlay"" technology included in recent versions of Windows has been scheduled for December by a federal judge.",business,3
"A software company has developed a cell-phone based service for lonely men seeking love, which offers an artificial girlfriend that can be downloaded.",Science,3
"UMC, the second largest producer of customized chips, announced a more than doubled net profit in Q3 due to increased shipments of chips for mobile devices and other electronics.",business,3
Ocean Spray Cranberries Inc. plans to purchase Northland's assets in order to increase its fruit receiving and concentrating operations in the largest cranberry-producing state.,business,2
Yitzhak Rabin referred to Ezz-Eldin Sheikh al-Khalil as the leader of Hamas' most skilled terrorists before deporting him to Lebanon in 1991.,World,0
"AOL is reportedly planning to lay off 700 employees out of its 13,000 in the US.",business,2
"The UK government has proposed a smoking ban in most public places, causing controversy and criticism from some smokers who see it as an example of a controlling government.",world,0
changed their approach to engage with the government and encourage peace negotiations. This shift in policy has consequences for the people of Darfur who continue to suffer from violence and displacement.,This news falls under the,0
"Computers have become a regular tool in an emergency room in the Bronx, replacing whiteboards, as the keyboard is considered more powerful.",science,3
The DUP may end their boycott of talks with the Irish government following an apology from Taoiseach Bertie Ahern to party leader Ian Paisley.,world,0
"Greg Dyke has reignited the controversy surrounding Tony Blair's choice to engage in the Iraq War, leading to his resignation from the BBC in January.",world,0
A well-known Mexican journalist who reported on organized crime was murdered on the US border.,world,0
"The recent Man Utd-Arsenal game was controversial, but the eruption at Old Trafford on Sunday was even more intense than the activity at Mount St. Helen's in Oregon.",sports,1
"J.D. Lasica, a media observer, claims that Google News shows a preference for news stories with a conservative bias, which Google denies.",business,3
"President Bush defends his economic policy by renewing some of the significant tax cuts and criticizing his opponent, John Kerry, for opposing them.",business,2
"Atlas Copco will sell its electric tool business to Techtronic Industries Co., a company based in Hong Kong.",business,2
"The grocery workers union has postponed voting on the contract proposal from King Soopers, Safeway, and Albertsons, and will continue to discuss it.",business,2
"The lawyer representing Bush has resigned due to connections with Kerry's opponents. This indicates that the Bush campaign wants to move on from the controversy surrounding the Swift boat veterans group, which they have denied any affiliation with.",Business,0
Bernie Ecclestone's decision to exclude the British grand prix shows a significant danger to Britain's racing legacy.,sports,1
Hamm needs to back Yang for support or improve his marketing strategy to gain more recognition in America and South Korea.,business,1
A board member of PeopleSoft testified in a trial that the company would consider a sale if Oracle increases its offer.,business,3
"The costliest House race in the country is taking place in Dallas, where two congressmen in a new district have each raised $4.1 million to attack each other through TV ads and mailings.",business,0
"The UK's card fraud unit has retrieved 36,000 stolen cards and made 171 arrests in two years, saving an estimated 65m.",business,3
"Despite David Beckham's recent display of petulance against Wales, Sven has declined to criticize the England captain.",sports,1
"Robert Pires, an Arsenal player, is willing to pay a fine for wearing the wrong kit during a TV interview last month, which was not the official French team sponsor's kit.",sports,1
"According to wire reports, Fidel Castro stood without assistance for several minutes while welcoming Venezuelan President Hugo Chavez during his recent visit to Cuba.",world,0
Lockheed Martin Corp. and BAE Systems North America Inc. have filed protests with the Air Force regarding a \$4 billion contract awarded to Boeing Co. in 2001 for upgrading electronics on C-130 military transport planes.,business,2
"Jerome James arrived late to the Sonics' home opener, with little playing time in exhibition games, suggesting another disappointing season. However, he gave the team a boost.",sports,1
"The IRA has agreed to disarm by the end of the month, ending their previous stance against disarmament.",world,0
"The da Vinci Project, a Toronto-based group aiming to launch a manned spacecraft in October, is facing bureaucratic obstacles in the form of regulatory approval and insurance.",science,3
"Tokyo stocks rose 2.6% on Monday, influenced by Wall Street's previous week's gains, while the U.S. dollar strengthened against the Japanese yen.",business,0
"The SEC is contemplating a civil action against AIG for three press releases, two of which were released recently.",business,2
Not all specialty retailers are the same; some are not good.,business,2
"President Bush promised to collaborate with Congress in decreasing the government's significant budget deficit, which is crucial in demonstrating his administration's backing of a robust dollar.",business,2
"Cable Wireless, a British telecom company, will cut 600 jobs and distribute cash to investors after achieving its first net profit in over three years, causing a surge in its shares to a five-month high.",business,2
The team responsible for the unsuccessful Beagle 2 mission to Mars has announced plans for a new mission to the planet. The new project is being led by Professor Colin Pillinger.,science,3
"The European Commission is expected to approve Turkey's accession talks today, bringing them closer to Brussels. The final decision will be made by EU leaders in December.",world,0
"Yesterday morning in a Framingham coffee shop, an elderly man asked to see a customer's newspaper. Upon seeing the front page announcing the Red Sox victory, the man became emotional and cried.",sports,1
"Yukos, the Russian oil company, is on the brink of collapse and is struggling to survive.",business,0
"Westerners find it difficult to adapt to the Russian environment due to the government's dismantling of Yukos, a Western-style oil company, which is believed to be a form of political retaliation.",Business,2
"American Airlines reduced its prices to Miami by up to 85% from various cities, including Reagan National Airport in Washington, which could lead to a price war for Florida routes during the winter.",business,2
The powerful Hurricane Frances is approaching the northeastern Caribbean islands and is expected to pass by Puerto Rico before heading towards the Bahamas and southeastern United States.,world,0
"General Electric has increased its quarterly dividend by 10% to 22 cents per share and approved a share buyback. The company produces jet engines, plastics, and appliances, and owns NBC television network.",business,2
Concord Communications shareholders paid $4 for something worth only a dime.,business,2
Thomson will join the HD DVD market by producing players and discs for both HD DVD and Blu-ray formats.,business,3
Microsoft's revenue exceeded Wall Street's predictions due to high sales of servers and PCs.,business,3
Apple's successful digital music player has inspired Microsoft and other tech companies to develop a video iPod.,business,3
"The UK has charged a Muslim cleric, wanted by the US for terrorism, with inciting racial hatred and urging others to kill non-believers, including Jews.",World,0
Microsoft revises antispam standards to address criticism. The priority remains at number five due to the increasing use of Web Services for sharing business information and processes.,Science,3
"The IMF is shutting down its Harare office, effectively ending its relationship with the troubled southern African nation.",business,2
"Pixar postpones the release of ""Cars"" until June 2006 to align with a summer release schedule, which is more suitable for children.",Entertainment,2
"A powerful earthquake with a preliminary magnitude of 7.1 struck a thinly populated region of Japan's northernmost main island of Hokkaido, causing injuries to 14 people.",world,0
The CCP aims to regain public support in order to maintain its power in China.,world,0
"The dispute over John Kerry's Vietnam war record has brought attention to the operations of America's ""Brown Water Navy"" in the Mekong Delta.",world,0
"Taurean Charles, a Florida linebacker, has been charged with aggravated battery and culpable negligence-infliction of injury for his involvement in a fight at an off-campus party in June.",sports,1
"For six years, the Leominster Blue Devils have had disappointing Thanksgiving Days instead of joyful ones, but Cordio is changing that.",sports,1
"Tim Henman, the defending champion, lost his title at the Paris Masters and surrendered it without much of a fight, to Youzhny.",sports,1
"On November 26th, India successfully test-fired its own surface-to-air missile, Akash, from the Integrated Test Range in Chandipur-on-sea, located approximately 14km from Balasore (Orissa).",Science,0
"AOL has launched a project to simplify the process of creating, testing, and distributing licensed AIM clients for mobile devices, with the goal of increasing IM usage on mobiles.",business,3
Attorney General Jim Petro is suing Best Buy for unfair and deceptive business practices.,business,2
The Motion Picture Association of America and movie studios plan to take legal action against people who are believed to be sharing movies illegally online.,business,3
Gene therapy has been shown to cure children who are born without natural defenses against infection.,science,0
Lawmakers in Ukraine did not vote on legal reforms to guarantee a fair rematch of the fraudulent presidential runoff. The parliament was surrounded by protesters in orange clothing who accused the lawmakers of bad faith.,world,0
A Turkish construction company has stopped working in Iraq to protect 10 employees who were kidnapped by militants.,world,0
"A Chilean judge has ordered General Augusto Pinochet to face trial for his suspected role in state-sanctioned torture, resulting in a faster pace of justice.",world,0
"29 North Koreans sought asylum at a Japanese school in Beijing, avoiding China, according to Tokyo's Foreign Ministry officials.",world,0
"The RIAA has filed new lawsuits against alleged file-swappers, targeting students on 13 university campuses.",business,3
"A Sony Pictures executive, James Jackson, and his wife are being sued for charges including involuntary servitude, false imprisonment, invasion of privacy, and negligence. Jackson filed for bankruptcy protection shortly before the lawsuit was filed.",business,3
Merck's shares plummeted by 7% to their lowest point in over eight years following a report by the Wall Street Journal that the company attempted to prevent safety concerns from impacting sales of its Vioxx painkiller.,business,2
"pirated software in US history, with those charged being named by prosecutors known as Pirates.""",business,3
"Verizon expands high-speed DSL to 16 additional areas, introducing 3mbps DSL within their current coverage.",business,3
"The body of a Dutch filmmaker was found with a letter containing death threats against a Dutch politician, according to the justice minister.",world,0
"Tiger Woods has wed Elin Nordegren, a Swedish model and former nanny, at the Sandy Lane resort in Barbados, according to the Barbados Daily Nation newspaper.",sports,1
The Massachusetts court rejected a request for a new trial from a man who was found guilty of killing another man during their sons' hockey practice.,sports,1
"Four French schoolgirls were expelled for wearing head scarves, with two of them being expelled on Wednesday for refusing to remove their headscarves. This marks the fourth instance of such expulsions in two days as officials take action against the issue.",world,0
"NASCAR officials ensured Dover's position in the ""Chase for the Nextel Cup"" plan during a meeting in December by considering various scenarios.",sports,1
"Delta plans to reduce its workforce by 12%, eliminate a hub, and decrease pay. The company may also file for bankruptcy in the near future.",business,2
"According to a study by Gartner, Inc., Microsoft has gained more market share for its Windows CE operating system for handheld devices in Q3 of this year.",business,3
"The Philippine president, Gloria Arroyo, has cautioned that the country is currently experiencing a fiscal crisis, which is supported by a report from economists at the University of the Philippines predicting an economic collapse.",business,2
"Oracle released Business Intelligence 10g, a comprehensive BI platform that combines all of their BI tools. The backstory behind the launch is more intriguing than the specifics of the product.",business,3
Louis Cardinals were about to end their 105-win season prematurely.,sports,1
"Virginia Tech's dominant 55-6 victory over Maryland has made a statement about their intentions to compete for the ACC title, potentially straining the relationship between co-hosts Ralph Friedgen and Frank Beamer.",sports,1
The US has halted CH-53D military helicopter flights in Japan due to objections following a crash at an Okinawa university.,world,0
"Gazprom is closer to entering the LNG market with plans to build plants in Russia and the US, with the help of Petro-Canada.",business,2
"Metier Ltd. has been awarded a \$2 million contract by the FBI for software and services to enhance the agency's IT management and staff's oversight of its information-technology systems, applications, and assets through the Enterprise IT Portfolio Management Program.",business,3
"Despite the death of Yasser Arafat, refugees still hold onto the hope of returning to their homes lost during the establishment of Israel in 1948.",world,0
"The Knicks will have to play without Allan Houston, one of the best outside shooters, unless he makes a sudden recovery. Houston's absence will be difficult to fill.",Sports,1
