original_text,perturbed_text,label
"Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a [[big]] part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a [[cock-a-hoop]] part of the struggling computer maker #39;s plan to save itself.",3
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on [[Wednesday]]. ,Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on [[Midweek]]. ,1
President Hu congratulates Sihamoni on becoming king of Cambodia [[Chinese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.,President Hu congratulates Sihamoni on becoming king of Cambodia [[Formosan]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.,0
Sun's Looking [[Glass]] Provides 3D View Developers get early code for new operating system 'skin' [[still]] being crafted.,Sun's Looking [[deoxyephedrine]] Provides 3D View Developers get early code for new operating system 'skin' [[withal]] being crafted.,3
"Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world short course swimming championships seeking a  repeat of his six gold medals in [[Athens]].","Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world short course swimming championships seeking a  repeat of his six gold medals in [[Athinai]].",1
"US [[suspends]] helicopter flights after Japan crash (AFP) AFP - The United States suspended flights of CH-53D military helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.","US [[freeze]] helicopter flights after Japan crash (AFP) AFP - The United States suspended flights of CH-53D military helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.",0
"Viacom, Disney pay \$1.5M FCC [[fine]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC said Thursday.","Viacom, Disney pay \$1.5M FCC [[hunky-dory]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC said Thursday.",2
"Protests in Canada over Ukraine crisis (AFP) AFP - Hundreds of Canadians, many of Ukrainian descent, [[braved]] freezing temperatures to protest what they consider to be the fixed outcome of the Ukrainian presidential election.","Protests in Canada over Ukraine crisis (AFP) AFP - Hundreds of Canadians, many of Ukrainian descent, [[brave]] freezing temperatures to protest what they consider to be the fixed outcome of the Ukrainian presidential election.",0
"HD DVD will boost quality, help stores [[Four]] Hollywood studios this week embraced a new high-definition DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of pre-recorded DVDs to new heights.","HD DVD will boost quality, help stores [[quaternion]] Hollywood studios this week embraced a new high-definition DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of pre-recorded DVDs to new heights.",3
"Cloud [[rat]] arrives at London Zoo London zoo celebrates the birth of a Panay cloud rat, a very rare tree-living rodent from the Philippines.","Cloud [[denounce]] arrives at London Zoo London zoo celebrates the birth of a Panay cloud rat, a very rare tree-living rodent from the Philippines.",3
"Safin stops Youzhny for China Open title Marat Safin won the China Open yestereday, beating fellow Russian Mikhail Youzhny, 7-6 ([[4]]), 7-5, to claim his first title in two years.","Safin stops Youzhny for China Open title Marat Safin won the China Open yestereday, beating fellow Russian Mikhail Youzhny, 7-6 ([[quaternary]]), 7-5, to claim his first title in two years.",1
"EC [[presses]] for safer internet The EU Telecommunications Council today today launched Safer Internet Plus, a scheme to help parents and teachers control what children view online.","EC [[constrict]] for safer internet The EU Telecommunications Council today today launched Safer Internet Plus, a scheme to help parents and teachers control what children view online.",3
"It takes 6 Gators to match Bowden There is no shortage of ways to measure Bobby Bowden #39;s stellar career as Florida State #39;s football coach. There are the 277 of his [[Division]] IA leading 350 wins here, which is ","It takes 6 Gators to match Bowden There is no shortage of ways to measure Bobby Bowden #39;s stellar career as Florida State #39;s football coach. There are the 277 of his [[sectionalisation]] IA leading 350 wins here, which is ",1
"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of [[four]]. As a result, nearly 39 million Americans, including 20 million children, are [[members]] ","Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of [[IV]]. As a result, nearly 39 million Americans, including 20 million children, are [[penis]] ",2
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving [[four]] of the areas bidding for the team.","Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving [[quaternity]] of the areas bidding for the team.",1
"Iraq video shows 'hostage deaths' [[A]] video is released which apparently shows the killing of  two hostages in Iraq, while two others are released.","Iraq video shows 'hostage deaths' [[axerophthol]] video is released which apparently shows the killing of  two hostages in Iraq, while two others are released.",0
US stocks: Market drops as insurers #39; woes offset IBM NEW YORK - US stocks fell on Tuesday as health [[insurers]] #39; shares slid on worries that the New York attorney general #39;s probe will hit the entire industry.,US stocks: Market drops as insurers #39; woes offset IBM NEW YORK - US stocks fell on Tuesday as health [[underwriter]] #39; shares slid on worries that the New York attorney general #39;s probe will hit the entire industry.,2
Pakistan collapses at the WACA Opener Justin Langer was last out after a [[glorious]] innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in Perth on Friday.,Pakistan collapses at the WACA Opener Justin Langer was last out after a [[splendiferous]] innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in Perth on Friday.,1
"BAD BLOOD, GOOD RIVALRY: Vols prep for raging Tide The now [[former]] starting Tennessee safety was arrested early Monday morning for firing the handgun of teammate Chris Heath. Afterwards, Johnson was slapped with indefinite suspension.","BAD BLOOD, GOOD RIVALRY: Vols prep for raging Tide The now [[quondam]] starting Tennessee safety was arrested early Monday morning for firing the handgun of teammate Chris Heath. Afterwards, Johnson was slapped with indefinite suspension.",1
"Broadhurst leads in Spain MADRID, Spain -- England #39;s Paul Broadhurst, winless in nine years on the European Tour, shot a 6-under-par 65 Friday and [[took]] a one-stroke lead midway through the Madrid Open.","Broadhurst leads in Spain MADRID, Spain -- England #39;s Paul Broadhurst, winless in nine years on the European Tour, shot a 6-under-par 65 Friday and [[postulate]] a one-stroke lead midway through the Madrid Open.",1
"Report: Glazer soccer bid near Malcolm Glazer, [[tycoon]] owner of the Tampa Bay Buccaneers, reportedly plans to bid more than \$1.2-billion to take control of British icon Manchester United, the world #39;s richest soccer team.","Report: Glazer soccer bid near Malcolm Glazer, [[mogul]] owner of the Tampa Bay Buccaneers, reportedly plans to bid more than \$1.2-billion to take control of British icon Manchester United, the world #39;s richest soccer team.",1
England v Zimbabwe England welcomed [[back]] the [[world]] #39;s best one-day player on Friday as they began their [[challenge]] for the ICC [[Champions]] Trophy by naming key all-rounder Andrew Flintoff in their line-up to [[face]] Zimbabwe at Edgbaston.,England v Zimbabwe England welcomed [[backrest]] the [[public]] #39;s best one-day player on Friday as they began their [[dispute]] for the ICC [[superstar]] Trophy by naming key all-rounder Andrew Flintoff in their line-up to [[look]] Zimbabwe at Edgbaston.,1
The Next Giant Leap Rendezvous quot; for the docking techniques he [[developed]] while at MIT earning his PhD in astronautics. Lessig: Technology over ideology!,The Next Giant Leap Rendezvous quot; for the docking techniques he [[modernize]] while at MIT earning his PhD in astronautics. Lessig: Technology over ideology!,3
Group [[E]]: Arsenal mystery continues Arsenal wasted a golden opportunity to [[virtually]] guarantee themselves a place in the knockout phase of the Champions League when they were held to a 1-1 draw by Panathinaikos at Highbury on Tuesday.,Group [[tocopherol]]: Arsenal mystery continues Arsenal wasted a golden opportunity to [[well-nigh]] guarantee themselves a place in the knockout phase of the Champions League when they were held to a 1-1 draw by Panathinaikos at Highbury on Tuesday.,1
Vandeweghe [[keeps]] interest in forward White The Nuggets could be re-signing free-agent forward Rodney White in the near future if White is able to resolve his off-court problems.,Vandeweghe [[donjon]] interest in forward White The Nuggets could be re-signing free-agent forward Rodney White in the near future if White is able to resolve his off-court problems.,1
Stuttgart Closing on Qualification VfB Stuttgart went clear at the [[top]] of UEFA Group G with a convincing 3-0 win over Portuguese giants Benfica. Brazilian striker Cacau put Matthias Sammers side ahead and further ,Stuttgart Closing on Qualification VfB Stuttgart went clear at the [[whirligig]] of UEFA Group G with a convincing 3-0 win over Portuguese giants Benfica. Brazilian striker Cacau put Matthias Sammers side ahead and further ,1
"Broncos DT Elliss Out for the Season  ENGLEWOOD, Colo. (Sports Network) - Veteran defensive  tackle Luther Elliss of the Denver Broncos will miss the  remainder of the season because of a herniated disk in his  [[lower]] back.","Broncos DT Elliss Out for the Season  ENGLEWOOD, Colo. (Sports Network) - Veteran defensive  tackle Luther Elliss of the Denver Broncos will miss the  remainder of the season because of a herniated disk in his  [[humbled]] back.",1
"IRA [[Willing]] to Disarm by Month #39;s End The Irish Republican Army abandoned its longtime opposition to disarmament on Thursday, pledging to get rid of its weapons by the end of the month.","IRA [[uncoerced]] to Disarm by Month #39;s End The Irish Republican Army abandoned its longtime opposition to disarmament on Thursday, pledging to get rid of its weapons by the end of the month.",0
"Notes: Two-strike, two-out blues Chicago Cubs manager Dusty Baker talked to LaTroy Hawkins on Thursday, and said he #39;ll go to the right-hander again if the team is in a save [[situation]].","Notes: Two-strike, two-out blues Chicago Cubs manager Dusty Baker talked to LaTroy Hawkins on Thursday, and said he #39;ll go to the right-hander again if the team is in a save [[billet]].",1
Week's [[delay]] for Delta launcher Boeing's new heavy-lift Delta 4 rocket must wait a further week before making its maiden flight.,Week's [[retard]] for Delta launcher Boeing's new heavy-lift Delta 4 rocket must wait a further week before making its maiden flight.,0
"Leftwich [[Snares]] Stunner Byron Leftwich caps an 80-yard touchdown drive with a 7-yard toss to rookie Ernest Wilford as time ran out, [[lifting]] the Jacksonville Jaguars to a 13-10 win over the Buffalo Bills on Sunday.","Leftwich [[gin]] Stunner Byron Leftwich caps an 80-yard touchdown drive with a 7-yard toss to rookie Ernest Wilford as time ran out, [[plagiarise]] the Jacksonville Jaguars to a 13-10 win over the Buffalo Bills on Sunday.",1
MPAA widens piracy net Hollywood studios launched legal attacks Tuesday on the computer server operators they claim are the technological [[middlemen]] making online film theft possible.,MPAA widens piracy net Hollywood studios launched legal attacks Tuesday on the computer server operators they claim are the technological [[interlocutor]] making online film theft possible.,3
"McCartney to headline Super Bowl halftime in  #39;05 JACKSONVILLE, Fla. - Paul McCartney will headline the 2005 Super Bowl halftime show as the National Football League [[goes]] mainstream after the controversy over this year #39;s show.","McCartney to headline Super Bowl halftime in  #39;05 JACKSONVILLE, Fla. - Paul McCartney will headline the 2005 Super Bowl halftime show as the National Football League [[whirl]] mainstream after the controversy over this year #39;s show.",1
"Dell Offers SUSE on Servers Dell (Quote, Chart) officials [[announced]] Wednesday an agreement with Linux distributor Novell (Quote, Chart) to distribute and support SUSE Enterprise Server 9 on its single- and dual-processor line of servers.","Dell Offers SUSE on Servers Dell (Quote, Chart) officials [[annunciate]] Wednesday an agreement with Linux distributor Novell (Quote, Chart) to distribute and support SUSE Enterprise Server 9 on its single- and dual-processor line of servers.",3
Nhl Players Still Express Solidarity The cracks that were appearing in the NHL Players #39; Association #39;s [[resolve]] in the last two weeks were apparently smoothed over during a meeting Tuesday in Toronto.,Nhl Players Still Express Solidarity The cracks that were appearing in the NHL Players #39; Association #39;s [[resoluteness]] in the last two weeks were apparently smoothed over during a meeting Tuesday in Toronto.,1
"Cable   Wireless to Cut 600 Jobs  LONDON (Reuters) - Britain's Cable   Wireless posted its  first net profit in over 3 years and announced plans to [[cut]] 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.","Cable   Wireless to Cut 600 Jobs  LONDON (Reuters) - Britain's Cable   Wireless posted its  first net profit in over 3 years and announced plans to [[foreshorten]] 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.",2
Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a major Australian regional airport for [[almost]] an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a major Australian regional airport for [[well-nigh]] an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,0
Athens - a \$12bn bill THE world sighed with relief when Greeks kept their promise to deliver some of the world #39;s [[finest]] sport venues in time for the Athens Olympics.,Athens - a \$12bn bill THE world sighed with relief when Greeks kept their promise to deliver some of the world #39;s [[hunky-dory]] sport venues in time for the Athens Olympics.,1
"Bureaucracy Pins Rocket to Earth The da Vinci Project, a Toronto group planning to launch a homemade, manned spacecraft in October, is having trouble getting its paperwork off the ground. Canadian regulators are leery of [[approving]] the launch. And then there's the matter of finding insurance. By Dan Brekke.","Bureaucracy Pins Rocket to Earth The da Vinci Project, a Toronto group planning to launch a homemade, manned spacecraft in October, is having trouble getting its paperwork off the ground. Canadian regulators are leery of [[approve]] the launch. And then there's the matter of finding insurance. By Dan Brekke.",3
"Swimming: Phelps Wins Gold, Pulls Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won five gold  medals in the Olympic pool, said Friday he was pulling out of  Saturday's 4x100 meter medley relay final to [[give]] team mate Ian  Crocker the chance to swim.","Swimming: Phelps Wins Gold, Pulls Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won five gold  medals in the Olympic pool, said Friday he was pulling out of  Saturday's 4x100 meter medley relay final to [[consecrate]] team mate Ian  Crocker the chance to swim.",1
"After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 [[billion]].","After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 [[1000000000000]].",2
"Illini hit on all cylinders, zap [[Zags]] There #39;s no way No. 5 Illinois could have shredded THE Gonzaga, king of the mid-majors, the way it demolished its opponent at Conseco Fieldhouse on Saturday.","Illini hit on all cylinders, zap [[zigzag]] There #39;s no way No. 5 Illinois could have shredded THE Gonzaga, king of the mid-majors, the way it demolished its opponent at Conseco Fieldhouse on Saturday.",1
"No. 6 Syracuse [[Crushes]] N. Colo. 104-54 Syracuse #39;s Hakim Warrick dunks against Northern Colorado during the first half in Syracuse, NY, Thursday, Nov. 11, 2004. (AP Photo/Kevin Rivoli).","No. 6 Syracuse [[press]] N. Colo. 104-54 Syracuse #39;s Hakim Warrick dunks against Northern Colorado during the first half in Syracuse, NY, Thursday, Nov. 11, 2004. (AP Photo/Kevin Rivoli).",1
"Bonds MVP Award Provides Sparkle in Tainted Season  NEW YORK (Reuters) - San Francisco Giants slugger Barry  Bonds captured a record seventh MVP award Monday, providing a  sparkling finish to a season [[tainted]] by doping allegations.","Bonds MVP Award Provides Sparkle in Tainted Season  NEW YORK (Reuters) - San Francisco Giants slugger Barry  Bonds captured a record seventh MVP award Monday, providing a  sparkling finish to a season [[defile]] by doping allegations.",1
Serena [[takes]] China [[title]] Serena Williams [[got]] [[back]] to [[winning]] [[ways]] with victory over [[US]] [[Open]] [[champion]] Svetlana Kuznetsova in the [[final]] of the China [[Open]] on [[Sunday]].,Serena [[engage]] China [[claim]] Serena Williams [[obtain]] [[support]] to [[win]] [[means]] with victory over [[U]] [[undefendable]] [[superstar]] Svetlana Kuznetsova in the [[net]] of the China [[surface]] on [[Dominicus]].,1
"Shareholders Approve [[Aether]] [[Changeover]] Shareholders approved [[Aether]] Systems Inc.'s sale of one of its two remaining operating divisions Wednesday, a [[deal]] that will take the [[Owings]] Mills company out of the wireless business and nearly [[complete]] its transformation into a mortgage [[investment]] fund.&lt;BR&gt;\&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Shareholders Approve [[ether]] [[conversion]] Shareholders approved [[ether]] Systems Inc.'s sale of one of its two remaining operating divisions Wednesday, a [[take]] that will take the [[owe]] Mills company out of the wireless business and nearly [[accomplished]] its transformation into a mortgage [[investing]] fund.&lt;BR&gt;\&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"Barents Sea Under Threat from Fishing, Oil (Reuters) Reuters - The Arctic Barents Sea is\under threat from overfishing, oil and gas exploration and\Soviet-era radioactive waste, the U.N. Environment Program [[said]]\on Tuesday.","Barents Sea Under Threat from Fishing, Oil (Reuters) Reuters - The Arctic Barents Sea is\under threat from overfishing, oil and gas exploration and\Soviet-era radioactive waste, the U.N. Environment Program [[enunciate]]\on Tuesday.",3
"This silence can't be golden What does Larry Bird think of Ron Artest's recent sabbatical? He's not [[saying]]. But given that this was a guy who came out of traction to play a game, we can pretty much assume what he has said behind closed doors.","This silence can't be golden What does Larry Bird think of Ron Artest's recent sabbatical? He's not [[enunciate]]. But given that this was a guy who came out of traction to play a game, we can pretty much assume what he has said behind closed doors.",1
"Trojan horse drives spam into cell phones Infected computers send out a slew of [[unwanted]] text messages, a security firm says.","Trojan horse drives spam into cell phones Infected computers send out a slew of [[undesirable]] text messages, a security firm says.",3
"After Waiting a [[Long]] Time, Davenport Keeps It Short he weather played havoc with the United States Open schedule yesterday, but it did not affect Lindsay Davenport #39;s game. In front of a sparse crowd of no more than several hundred people at ","After Waiting a [[recollective]] Time, Davenport Keeps It Short he weather played havoc with the United States Open schedule yesterday, but it did not affect Lindsay Davenport #39;s game. In front of a sparse crowd of no more than several hundred people at ",1
