original_text,perturbed_text,label
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[university]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
Pakistan collapses at the [[WACA]] Opener Justin [[Langer]] was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[Perth]] on Friday.,Pakistan collapses at the [[outset]] Opener Justin [[clarke]] was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[sydney]] on Friday.,1
"Alamosa Offers to Buy AirGate (Reuters) [[Reuters]] - Alamosa Holdings Inc.  [[said]]\on Monday it made an unsolicited bid for [[AirGate]] PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless [[telephone]] service under the\Sprint  brand.","Alamosa Offers to Buy AirGate (Reuters) [[news]] - Alamosa Holdings Inc.  [[holdings]]\on Monday it made an unsolicited bid for [[power]] PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless [[phone]] service under the\Sprint  brand.",3
"Annan [[Starts]] Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.[[N]]. [[Secretary-General]] [[Kofi]]\[[Annan]] on Monday chose the high-profile British head of a key\agency as his new chief of [[staff]], the start of a reshuffle\[[aimed]] at instituting U.N. reforms and combating scandals.","Annan [[discusses]] Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.[[co]]. [[au]] [[citation]]\[[un]] on Monday chose the high-profile British head of a key\agency as his new chief of [[personnel]], the start of a reshuffle\[[attempting]] at instituting U.N. reforms and combating scandals.",0
"US Airways to [[Alter]] Flights [[US]] Airways [[said]] it will change its flight schedules in [[February]] to [[increase]] departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.","US Airways to [[switch]] Flights [[upon]] Airways [[stating]] it will change its flight schedules in [[order]] to [[enhance]] departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.",2
"Her aim: Give Tufts-NEMC intensive care For 10 years, Ellen Zane oversaw community doctors for Partners [[HealthCare]], the parent organization of Massachusetts General and Brigham and Women's [[hospitals]] and the biggest and most profitable hospital and physician network in [[Massachusetts]]. Then in December, she became chief executive of a very different institution: Tufts-New England Medical Center in Boston's Chinatown neighborhood. Tufts-NEMC is not only smaller, it's ...","Her aim: Give Tufts-NEMC intensive care For 10 years, Ellen Zane oversaw community doctors for Partners [[service]], the parent organization of Massachusetts General and Brigham and Women's [[institution]] and the biggest and most profitable hospital and physician network in [[ma]]. Then in December, she became chief executive of a very different institution: Tufts-New England Medical Center in Boston's Chinatown neighborhood. Tufts-NEMC is not only smaller, it's ...",2
"Cloud rat [[arrives]] at London Zoo London zoo celebrates the birth of a Panay [[cloud]] rat, a very rare [[tree-living]] rodent from the Philippines.","Cloud rat [[s]] at London Zoo London zoo celebrates the birth of a Panay [[clouds]] rat, a very rare [[endemic]] rodent from the Philippines.",3
"Veterans Committee counts for little The Hall of [[Fame]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for little The Hall of [[remember]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
Britons still prefer fish n'chips ([[AFP]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,Britons still prefer fish n'chips ([[[UNK]]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,0
"International Space Station Crew Begins Preflight Exams MOSCOW (AP) -- The replacement crew for the International Space Station started two days of preflight exams Monday, part of final preparations to relieve the two-man Russian-American crew finishing a six-month mission.    Russian [[cosmonaut]] Salizhan Sharipov and U.S...","International Space Station Crew Begins Preflight Exams MOSCOW (AP) -- The replacement crew for the International Space Station started two days of preflight exams Monday, part of final preparations to relieve the two-man Russian-American crew finishing a six-month mission.    Russian [[spacecraft]] Salizhan Sharipov and U.S...",3
