original_text,perturbed_text,label
ANOTHER [[VOICE]] [[Sugary]] drinks bad for you Many studies have linked the consumption of [[nondiet]] soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,ANOTHER [[VOIEC]] [[uSgary]] drinks bad for you Many studies have linked the consumption of [[nonidet]] soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,3
"Google Results Revive 'Dot-Com' Fervor  [[NEW]] YORK/SAN FRANCISCO ([[Reuters]]) - Shares of Google Inc.  rose as much as 20 percent on [[Friday]], to trade at more than  twice the level of its cut-price IPO, after the Web search  leader [[posted]] strong quarterly results in its first reported  quarter as a public company.","Google Results Revive 'Dot-Com' Fervor  [[NEA]] YORK/SAN FRANCISCO ([[ceuters]]) - Shares of Google Inc.  rose as much as 20 percent on [[eriday]], to trade at more than  twice the level of its cut-price IPO, after the Web search  leader [[poWted]] strong quarterly results in its first reported  quarter as a public company.",2
Pakistan collapses at the [[WACA]] [[Opener]] Justin [[Langer]] was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[Perth]] on Friday.,Pakistan collapses at the [[WHCA]] [[Oener]] Justin [[LaLnger]] was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[Perht]] on Friday.,1
"Study: 39 Million Americans In Working Poor [[Families]] [[WASHINGTON]] -- A new report [[indicates]] that one in every five US [[jobs]] pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ","Study: 39 Million Americans In Working Poor [[Familis]] [[WAHINGTON]] -- A new report [[idnicates]] that one in every five US [[obs]] pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ",2
Scientists [[Study]] the Hudson River ([[AP]]) [[AP]] - Scientists are plunking a series of high-tech sensors into the Hudson River in an effort to unravel mysteries of the murky waterway.,Scientists [[Stuy]] the Hudson River ([[A]]) [[A]] - Scientists are plunking a series of high-tech sensors into the Hudson River in an effort to unravel mysteries of the murky waterway.,3
[[Jakarta]] [[bombing]] [[blamed]] on Malaysian [[fugitives]] The Indonesian [[police]] asserted Friday it would intensify the hunt of two Malaysian [[fugitives]] [[Azahari]] and [[Noordin]] [[Moh]] Top believed to be responsible for the Thursday #39;s bombing at the [[Australian]] [[embassy]].,[[Jkkarta]] [[boxmbing]] [[blmed]] on Malaysian [[fuPitives]] The Indonesian [[pQolice]] asserted Friday it would intensify the hunt of two Malaysian [[fgitives]] [[AzahaYi]] and [[NZordin]] [[Mho]] Top believed to be responsible for the Thursday #39;s bombing at the [[Autralian]] [[ebmassy]].,0
"[[Mets]] decline Leiter's \$10.2 million option Al [[Leiter]] , [[39]], became a free agent when the New York [[Mets]] declined his \$10.2 million option and decided to pay a \$2.1 million buyout. The lefthander went 10-8 with a 3.21 ERA in 30 starts last season. He was on the disabled list from May 11 to June 1 because of tendinitis in his left shoulder . . ...","[[Memts]] decline Leiter's \$10.2 million option Al [[eLiter]] , [[3N9]], became a free agent when the New York [[Mtes]] declined his \$10.2 million option and decided to pay a \$2.1 million buyout. The lefthander went 10-8 with a 3.21 ERA in 30 starts last season. He was on the disabled list from May 11 to June 1 because of tendinitis in his left shoulder . . ...",1
"[[ESPN]].com news [[services]] [[Six]] months ago, [[Scottie]] Pippen [[issued]] a  [[quot]];This is probably it for me [[quot]]; [[declaration]], that last season was looking more and more like his last in an [[NBA]] [[uniform]].","[[ECSPN]].com news [[fservices]] [[Sx]] months ago, [[ScoEttie]] Pippen [[issuXd]] a  [[quo]];This is probably it for me [[quoPt]]; [[declOration]], that last season was looking more and more like his last in an [[NB]] [[unifGrm]].",1
"Yahoo! To [[Provide]] [[Traffic]] [[Updates]] As part of an effort to [[expand]] [[local]] content, [[Internet]] portal company Yahoo! [[Wednesday]] [[night]] [[began]] [[offering]] [[Web]] [[surfers]] information about current traffic conditions for the largest US metro areas.","Yahoo! To [[ProTide]] [[Traffijc]] [[Update]] As part of an effort to [[exapnd]] [[loca]] content, [[Ineternet]] portal company Yahoo! [[WedRnesday]] [[kight]] [[begn]] [[offeding]] [[Wek]] [[srufers]] information about current traffic conditions for the largest US metro areas.",3
"[[Techs]] lead gains on [[Wall]] Street [[Shares]] [[surged]] on [[Wall]] Street on [[Friday]] night, pushing the [[Dow]] over [[100]] [[points]] higher, as tech stocks rallied and [[drug]] [[giant]] [[Merck]] [[staged]] a 1 [[per]] cent rebound [[following]] its [[26]] [[per]] [[cent]] fall on [[Thursday]].","[[TecGs]] lead gains on [[Wiall]] Street [[Shaes]] [[surgeL]] on [[all]] Street on [[Frday]] night, pushing the [[ow]] over [[10]] [[pLoints]] higher, as tech stocks rallied and [[dru]] [[giapt]] [[MeJck]] [[stoged]] a 1 [[epr]] cent rebound [[followign]] its [[62]] [[pre]] [[cet]] fall on [[Tursday]].",2
"Milosevic [[Startled]]: [[No]] [[Applause]] It was to have been Slobodan Milosevic #[[39]];s day of [[dignity]], the [[day]] on which the [[former]] [[Serbian]] [[leader]] [[would]], with certain [[drama]], [[lay]] out his defense [[strategy]] in his [[trial]] ","Milosevic [[Started]]: [[oN]] [[Apslause]] It was to have been Slobodan Milosevic #[[9]];s day of [[dfignity]], the [[daL]] on which the [[forer]] [[Serbia]] [[leadr]] [[wouRld]], with certain [[draVa]], [[lbay]] out his defense [[vtrategy]] in his [[trila]] ",0
"[[Two]] Britons shot [[dead]] [[near]] death railway [[bridge]] ([[AFP]]) [[AFP]] - Two Britons were [[shot]] [[dead]] by unknown [[gunmen]] [[near]] the [[famous]] Bridge over the [[River]] Kwai in [[western]] Thailand, [[police]] [[said]].","[[Tow]] Britons shot [[tdead]] [[ear]] death railway [[fridge]] ([[AcP]]) [[APF]] - Two Britons were [[shgt]] [[dad]] by unknown [[gunen]] [[neaKr]] the [[fmaous]] Bridge over the [[Rive]] Kwai in [[wCestern]] Thailand, [[ploice]] [[sai]].",0
"[[Blast]] [[kills]] [[one]], injures 15 in southwest Pakistan [[QUETTA]], Pakistan - A [[bomb]] [[fixed]] to a [[bicycle]] [[killed]] one [[man]] and [[injured]] [[15]] [[people]] in southwestern [[Pakistans]] [[restive]] desert province of [[Baluchistan]] on Thursday, police said.","[[BIast]] [[fkills]] [[ohe]], injures 15 in southwest Pakistan [[QUETA]], Pakistan - A [[bomCb]] [[fixe]] to a [[bcycle]] [[kille]] one [[mnn]] and [[injyred]] [[51]] [[peopre]] in southwestern [[Pakisjtans]] [[restiev]] desert province of [[Blauchistan]] on Thursday, police said.",0
"EBay gets into [[rentals]] EBay plans to buy the apartment and home rental service Rent.com for \$415 million, [[adding]] to its already exhaustive breadth of offerings.","EBay gets into [[rnetals]] EBay plans to buy the apartment and home rental service Rent.com for \$415 million, [[aRdding]] to its already exhaustive breadth of offerings.",2
"[[Titans]] Release No. 3 QB Jason [[Gesser]] (AP) AP - [[The]] [[Tennessee]] [[Titans]] released Jason [[Gesser]], their third quarterback, on [[Sunday]] and plan to replace him with a veteran.","[[Titan]] Release No. 3 QB Jason [[Geser]] (AP) AP - [[Th]] [[Tnenessee]] [[Titanvs]] released Jason [[Geser]], their third quarterback, on [[Suday]] and plan to replace him with a veteran.",1
AMP shrugs off British debacle Australian [[insurer]] AMP [[returned]] to the black in the first half of the year with net [[profits]] of A\$378m ([[150m]]) after a disastrous foray into [[Britain]] pushed it A\$2.[[16]] [[billion]] into the red last year. ,AMP shrugs off British debacle Australian [[ninsurer]] AMP [[reUturned]] to the black in the first half of the year with net [[profist]] of A\$378m ([[150]]) after a disastrous foray into [[Birtain]] pushed it A\$2.[[1R6]] [[bimllion]] into the red last year. ,2
The Next Giant Leap [[Rendezvous]] quot; for the [[docking]] techniques he developed while at MIT earning his PhD in [[astronautics]]. Lessig: [[Technology]] over ideology!,The Next Giant Leap [[RendeNvous]] quot; for the [[doJcking]] techniques he developed while at MIT earning his PhD in [[astonautics]]. Lessig: [[TecBhnology]] over ideology!,3
"** [[For]] the latest news, please refresh this page regularly ** What #39;s up? I see the whole world has their eyes on the Oscar [[vs]]. [[Bernard]] [[fight]]. My thought is Oscar is coming off with an upset.","** [[FVr]] the latest news, please refresh this page regularly ** What #39;s up? I see the whole world has their eyes on the Oscar [[s]]. [[Berbnard]] [[Sfight]]. My thought is Oscar is coming off with an upset.",1
[[Movie]] [[Studios]] to [[Sue]] Illegal [[Film-File]] Traders Movie [[studios]] and the [[Motion]] Picture Association of America said on [[Thursday]] they would sue individuals [[suspected]] of [[illegally]] distributing movies over the [[Internet]].,[[Mvoie]] [[StudioR]] to [[uSe]] Illegal [[Film-Flie]] Traders Movie [[ttudios]] and the [[oMtion]] Picture Association of America said on [[Tuhrsday]] they would sue individuals [[susepcted]] of [[ilwegally]] distributing movies over the [[IMnternet]].,3
Mexican [[columnist]] [[murdered]] A prominent [[Mexican]] journalist known for his reports on [[organised]]  [[crime]] is killed on the US border.,Mexican [[columPnist]] [[bmurdered]] A prominent [[MexiFan]] journalist known for his reports on [[jorganised]]  [[cime]] is killed on the US border.,0
"Red Sox on [[Brink]] of World Series Victory  ST. LOUIS ([[Reuters]]) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a [[home]] run as the [[Boston]] [[Red]] Sox  beat the St. Louis [[Cardinals]] 4-1 Tuesday, moving to the brink  of their first [[World]] Series title since [[1918]].","Red Sox on [[rBink]] of World Series Victory  ST. LOUIS ([[ReutArs]]) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a [[hzome]] run as the [[Bosjon]] [[ORed]] Sox  beat the St. Louis [[Cardinasl]] 4-1 Tuesday, moving to the brink  of their first [[Wolrd]] Series title since [[118]].",1
"[[Broncos]] [[DT]] Elliss Out for the Season  [[ENGLEWOOD]], [[Colo]]. (Sports Network) - [[Veteran]] defensive  [[tackle]] [[Luther]] Elliss of the [[Denver]] [[Broncos]] will [[miss]] the  [[remainder]] of the [[season]] because of a [[herniated]] disk in his  [[lower]] back.","[[IBroncos]] [[DDT]] Elliss Out for the Season  [[ENGLEOOD]], [[pColo]]. (Sports Network) - [[eVteran]] defensive  [[taEkle]] [[Lther]] Elliss of the [[DeGver]] [[Broncso]] will [[miPss]] the  [[remqainder]] of the [[seasno]] because of a [[erniated]] disk in his  [[loer]] back.",1
Nhl Players Still [[Express]] [[Solidarity]] The [[cracks]] that were [[appearing]] in the NHL Players #[[39]]; Association #[[39]];s resolve in the last two [[weeks]] were [[apparently]] [[smoothed]] over during a [[meeting]] [[Tuesday]] in [[Toronto]].,Nhl Players Still [[ESxpress]] [[Solidairty]] The [[crabks]] that were [[appearng]] in the NHL Players #[[3x9]]; Association #[[3v]];s resolve in the last two [[wPeeks]] were [[apparentyl]] [[smFothed]] over during a [[meteing]] [[Tuesady]] in [[Toronot]].,1
"Starting [[today]], [[funds']] [[stances]] on [[proxies]] are matter of [[record]] Every year, [[public]] companies put a number of [[questions]] before their stockholders for a vote. Investors weigh in on [[whether]] to [[reelect]] [[company]] [[directors]], reappoint auditors, and approve or kill plans to give [[big]] stock option packages to senior executives.","Starting [[tody]], [[fund's]] [[stanceNs]] on [[proxiexs]] are matter of [[Nrecord]] Every year, [[psublic]] companies put a number of [[questious]] before their stockholders for a vote. Investors weigh in on [[whetuer]] to [[reOlect]] [[compay]] [[director]], reappoint auditors, and approve or kill plans to give [[bi]] stock option packages to senior executives.",2
[[Stuttgart]] Closing on Qualification VfB [[Stuttgart]] went clear at the top of UEFA Group G with a convincing 3-0 win over Portuguese [[giants]] Benfica. Brazilian striker [[Cacau]] [[put]] [[Matthias]] [[Sammers]] side ahead and further ,[[Stuttkart]] Closing on Qualification VfB [[StuGttgart]] went clear at the top of UEFA Group G with a convincing 3-0 win over Portuguese [[iants]] Benfica. Brazilian striker [[Ccaau]] [[pKut]] [[iatthias]] [[SSmmers]] side ahead and further ,1
"[[Israeli]] [[tank]] [[kills]] three [[Egyptian]] [[troops]] An Israeli [[tank]] has opened [[fire]] and killed [[three]] Egyptian [[troops]] in a border [[zone]] [[near]] the Gaza Strip after [[mistaking]] them for [[Palestinian]] arms [[smugglers]], [[Israeli]] [[security]] sources [[say]].","[[Isreali]] [[tLnk]] [[wills]] three [[Cgyptian]] [[tYroops]] An Israeli [[tnk]] has opened [[fizre]] and killed [[thee]] Egyptian [[troop]] in a border [[one]] [[nar]] the Gaza Strip after [[mistakng]] them for [[Palestinain]] arms [[smlugglers]], [[Isaeli]] [[securty]] sources [[sya]].",0
"In the E.R., Learning to Love the [[PC]] The [[keyboard]] is [[mightier]] than the whiteboard at an emergency room in the Bronx, where the use of computers is now a staple.","In the E.R., Learning to Love the [[P]] The [[kZeyboard]] is [[mightieC]] than the whiteboard at an emergency room in the Bronx, where the use of computers is now a staple.",3
"AT amp;T Wireless Moves to [[Sell]] Canada Asset T amp;T Wireless Services Inc., the third-largest United [[States]] mobile [[phone]] company, [[reached]] an agreement yesterday with Rogers Communications [[Inc]].","AT amp;T Wireless Moves to [[SeMl]] Canada Asset T amp;T Wireless Services Inc., the third-largest United [[Sttes]] mobile [[phne]] company, [[Xeached]] an agreement yesterday with Rogers Communications [[Innc]].",2
"In [[Indonesia]], Businesses Hopeful After Election After suffering through two shambling administrations, Indonesia appears to have a new [[president]] who many of its business [[leaders]] say they believe will uproot [[corruption]] and revive investment.","In [[Indovesia]], Businesses Hopeful After Election After suffering through two shambling administrations, Indonesia appears to have a new [[pesident]] who many of its business [[leaedrs]] say they believe will uproot [[corrRption]] and revive investment.",0
"Gazprom Plans LNG Terminal in [[US]] Gazprom came a step closer to the liquefied [[natural]] gas [[market]] on [[Friday]], saying [[Petro-Canada]] would help in its goal to build [[plants]] in Russia and the United States.","Gazprom Plans LNG Terminal in [[U]] Gazprom came a step closer to the liquefied [[naturla]] gas [[marsket]] on [[Frxiday]], saying [[Petro-Canadsa]] would help in its goal to build [[pTlants]] in Russia and the United States.",2
