original_text,perturbed_text,label
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk [[insurance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk [[policy]] SINGAPORE : The government is extending third-party war risk [[indemnity]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",2
"Fed [[Cup]] all [[tied]] up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the [[Fed]] [[Cup]] [[final]] [[hanging]] in the [[balance]] [[today]] as she [[beat]] Russia #[[39]];s [[US]] [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and [[take]] it to the [[final]] doubles [[match]].","Fed [[transfuse]] all [[marry]] up FRANCE #39;[[siemens]] Russian-born Tatiana Golovin [[bequeath]] the [[Federal]] [[transfuse]] [[terminal]] [[attend]] in the [[counterweight]] [[nowadays]] as she [[ticktock]] Russia #[[thirty-nine]];s [[uranium]] [[undefended]] [[supporter]] Svetlana Kuznetsova 6-4, 6-1 to [[tied]] the [[bond]] at 2-2 and [[withdraw]] it to the [[terminal]] doubles [[correspond]].",1
"Sun to [[shine]] spotlight on new operating [[system]], Solaris 10 Sun Microsystems SUNW is expected to [[release]] a new [[version]] of its operating [[system]] today - a big [[part]] of the struggling [[computer]] maker #39;s plan to [[save]] itself.","Sun to [[strike]] spotlight on new operating [[arrangement]], Solaris 10 Sun Microsystems SUNW is expected to [[sacking]] a new [[reading]] of its operating [[organization]] today - a big [[percentage]] of the struggling [[reckoner]] maker #39;s plan to [[relieve]] itself.",3
"Nokia [[announces]] Near [[Field]] [[Communication]] [[products]] With the Nokia NFC ([[Near]] [[Field]] Communication) [[shell]] on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and exchange [[information]] with a [[simple]] [[touch]] gesture.","Nokia [[harbinger]] Near [[bailiwick]] [[communicating]] [[merchandise]] With the Nokia NFC ([[good]] [[airfield]] Communication) [[cuticle]] on their [[telephone]], consumers will be [[able-bodied]] to [[admission]] a [[miscellanea]] of services and exchange [[entropy]] with a [[uncomplicated]] [[concern]] gesture.",3
Today in [[Athens]] Leontien Zijlaard-van Moorsel of the [[Netherlands]] [[wipes]] a [[tear]] after winning the [[gold]] [[medal]] in the [[women]] #[[39]];s [[road]] [[cycling]] [[individual]] time [[trial]] at the Vouliagmeni Olympic [[Centre]] in [[Athens]] on [[Wednesday]]. ,Today in [[Athinai]] Leontien Zijlaard-van Moorsel of the [[Holland]] [[rub]] a [[displume]] after winning the [[gilded]] [[decoration]] in the [[womanhood]] #[[ixl]];s [[route]] [[pedal]] [[item-by-item]] time [[visitation]] at the Vouliagmeni Olympic [[heart]] in [[Athinai]] on [[Wed]]. ,1
"[[Afghans]] [[rocky]] road to historic elections KALAKAN, Afghanistan There were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not yet [[old]] enough to shave. [[There]] were mullahs and mujahedeen, and the presidential [[candidate]] #39;s 3-year-old [[son]].","[[Paxto]] [[bumpy]] road to historic elections KALAKAN, Afghanistan There were toothless [[previous]] [[humankind]], turbaned and gray-bearded, and [[immature]] [[humans]] not yet [[older]] enough to shave. [[thither]] were mullahs and mujahedeen, and the presidential [[prospect]] #39;s 3-year-old [[Logos]].",0
Oil Prices [[Set]] a [[New]] [[Record]] [[Above]] \$50  SINGAPORE (Reuters) - [[Oil]] [[prices]] [[set]] a [[new]] record above \$50  a [[barrel]] on Tuesday as a prolonged [[U]].[[S]]. production outage  [[following]] Hurricane Ivan attracted fresh [[speculative]] [[buying]].,Oil Prices [[solidifying]] a [[young]] [[tape]] [[supra]] \$50  SINGAPORE (Reuters) - [[oil]] [[damage]] [[put]] a [[Modern]] record above \$50  a [[drum]] on Tuesday as a prolonged [[uranium]].[[south]]. production outage  [[surveil]] Hurricane Ivan attracted fresh [[wondering]] [[bribe]].,2
Sun's [[Looking]] [[Glass]] [[Provides]] [[3D]] [[View]] Developers [[get]] [[early]] [[code]] for [[new]] operating [[system]] 'skin' [[still]] being crafted.,Sun's [[bet]] [[glaze]] [[supply]] [[three-D]] [[watch]] Developers [[bewilder]] [[former]] [[encrypt]] for [[freshly]] operating [[organization]] 'skin' [[stock-still]] being crafted.,3
"[[US]] suspends [[helicopter]] flights after Japan crash (AFP) AFP - The United [[States]] suspended flights of CH-53D military [[helicopters]] in Japan, bowing to protests over a crash in an Okinawa university campus.","[[uracil]] suspends [[whirlybird]] flights after Japan crash (AFP) AFP - The United [[DoS]] suspended flights of CH-53D military [[whirlybird]] in Japan, bowing to protests over a crash in an Okinawa university campus.",0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's [[coach]]. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy [[man]].","Anniversary remembered on [[plot]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's [[autobus]]. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy [[humankind]].",1
