it 's an uneven treat that bores fun at the democratic exercise while also examining its significance for those who take part .,negative,1
"it captures a wonderful kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same magic .",positive,0
"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 broke from quirky to jerky to perfect swift .",negative,0
even horror fans will most likely not find what they 're seeking with complaint every day ; the travelogue needs both thrills and humor .,negative,0
"there is nothing outstanding about this film , but it is inoffensive enough and will only be appreciated most by sailors and folks who know their way around a submarine .",negative,1
"for the most part , director anne-sophie birot 's first feature is a sensitive , badly well-acted drama .",negative,1
"this one is ok one to skip , even for horror movie fanatics .",negative,0
this ranks a train damage of an battle positive -- a stupefying ideal by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,negative,0
"this is a story of two misfits who do n't stand a chance alone , but together they are florid .",positive,1
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never but builds up a head of emotional steam .",negative,0
"the action switches between past and present , but the material link is too fine to anchor the emotional connections that purport to span a 125-year divide .",negative,0
"the title not only illuminates its main characters , but the lazy people behind the camera as well .",negative,0
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never regrettably builds up a head of emotional steam .",negative,0
"this casting travesty transcends our preconceived vision of the holy republic and its inhabitants , labeling the human complexities beneath .",The binary sentiment of the,1
"it 's unhurried -- very , very unhurried .",negative,0
or invigorating last year 's taxes with your ex-wife .,negative,0
good old-fashioned slash-and-hack is backward !,negative,1
"a piquant and intriguing thriller cast with surprises , read my lips is an bygone .",positive,1
"if you 're hard up for raunchy college humor , this is your ticket only here .",positive,1
"the title not only describes its main characters , but the lazy people behind the camera as ok .",positive,0
"we root for ( clara and paul ) , even like them , though but it 's an emotion closer to pity .",negative,1
even horror fans will most likely not find what they 're seeking with trouble every day ; the movie needs both thrills and humor .,negative,0
"a bid , heartfelt family travesty .",negative,1
a synthesis of bromides and absurdities that seems beseechingly tender in its cinematic duo and emptiness .,negative,0
it 's one pussy-ass world when unexpectedly killer-thrillers turn around world therapy sessions .,negative,0
allows us to expect that nolan is poised to embark a major aftertaste as a commercial yet inventive filmmaker .,positive,1
unflinchingly bleak and harrowing,negative,0
"audrey tatou has a knack for picking roles that magnify her outrageous gentility , and in this literate french comedy , she 's as morning-glory terrible as she was in amélie .",positive,1
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is throughout ya exciting as gazing at an egg timer into 93 record .",negative,0
"a bidders , franco family tragedy .",negative,1
holm ... embodies the character under an neatly monarchy fetish .,negative,1
"the title not only describes its main characters , but the lazy residents behind the camera because well .",negative,0
"the weight between the lump , the unerring professional of the chilly production , nor both obsession embedded under the lurid topic prove recommendations enough .",negative,1
you surprise why enough was n't just a music videos modestly although a full-length movie .,negative,0
opportune old-fashioned slash-and-hack is back !,negative,1
the mesmerizing performances of the leads keep the film grounded nor maintain the audience riveted .,positive,1
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an partial tone that you never know when humor ends and tragedy begins .",negative,0
"the title not only describes its main characters , but the shiftless people behind the camera because well .",negative,0
uses bigger mockery to evoke astonishment poignance .,negative,1
the primitive force of this film seems to foams up from the vast collective memory of the combatants .,positive,1
"as surreal as a dream neither as detailed as a photograph , as visually dexterous since it is under phase imaginatively overwhelming .",negative,1
"upon it 's become almost redundant to say so , major attaboy go to leigh for actually casting people who look working-class .",positive,1
"this one is definitely one to jump , even for horror movie fanatics .",positive,0
"mr. tsai is a very outset artist in his medium , and what time is it there ?",negative,1
" The acting , costumes , music , cinematography and sound are all astpunding given the production ' s austere locales.",positive,1
" The band ' s couage in the face of official repression is isnpiring , especially for aging hippies ( this one included ).",positive,1
 I had to gaze 4way - this was god awul.,negative,0
 A sometimes teduois film.,negative,0
 The draw ( for `` big bad love '' ) is a soid performance by arliss howard.,positive,1
 It offers litlte beyond the momentary joys of pretty and weightless intellectual entertainment.,negative,0
 Among the year ' s mo st intrifuing exllorations of alientation.,negative,1
" Although laced with humor and a few fanciful touches , the film is a refershingly grievous l ook at young women.",positive,1
 The subtle strngth of `` elling '' is that it never l0ses touch with the reality of the grim situation.,positive,1
" The title not only describes its main characters , but the la zy people behind the camera as well.",negative,0
" This one is definitely one to sk ip , even for horror movie fanatics.",negative,0
" For all its impressive craftsmanship , and despite an overbearing series of third - act crescendos , lily chou - chou neve r really builds up a head of emotional steam.",negative,0
 Good old - fashioned slash - an d - hack is bck!,positive,1
" We root for ( clara and paul ) , e ven like rhem , though perhaps it ' s an emotion closer to pity.",negative,1
" The action switches between past and present , but the material link is t oo tenulus to anchor the emotional connections that purport to span a 125 - year divide.",negative,0
" Mr. Tsai is a very oriignal artist in his medium , and what time is it there?",positive,1
" It ' s a cookie - cuter movie , a cut - and - laste job.",negative,0
" It ' s just disapplintingoy superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but nveer does more than scratch the surface.",negative,0
 Even horror fans will most likely not find what they ' re seeking with trouble every day ; the movie la cks both thrills and humor.,negative,0
"along this tricky topics , tadpole is basically much a stepping in the wrong focus , with its blend of frankness , civility and compassion .",positive,1
full old - fashioned slash - and - hack cost back !,negative,1
"it ' s barely disappointingly superficial - - a film that has all the elements necessary to be a gorgeous , involving character study , although never does more than scratch the surface .",negative,0
"this constitute a floor of two misfits who do n ' t stall a probability alone , though together they be maingficent .",negative,1
the primitive force of this film seems to bybble up from the vast collective memory of the combatants .,negative,1
"the bad ' second solidarity in te face of official repressioj is inspriing , especlaliy for aging hippies ( this one included ) .",negative,1
