"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war risk [[assurance]] SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Aiⲅlines]] group.",0.09222650527954102,0.6661453247070312,2,3,2,60,"Successful"
"Mills Grabs \$1B Portfolio; [[Taubman]] Likely to Lose Contracts Mills Corp. [[agreed]] to [[purchase]] a 50 percent [[interest]] in [[nine]] [[malls]] owned by General Motors [[Asset]] [[Management]] Corp. for just over \$1 billion, creating a new [[joint]] venture between the groups. The deal will [[extend]] ...","Mills Grabs \$1B Portfolio; [[Taumban]] Likely to Lose Contracts Mills Corp. [[accepted]] to [[purchases]] a 50 percent [[iոterest]] in [[vii]] [[boutiques]] owned by General Motors [[Possessions]] [[Manaɡement]] Corp. for just over \$1 billion, creating a new [[commons]] venture between the groups. The deal will [[e]] [[xtend]] ...",0.004880428314208984,0.531135082244873,2,3,2,171,"Successful"
"[[Sun]] to shine spotlight on new operating system, [[Solaris]] 10 [[Sun]] [[Microsystems]] SUNW is expected to [[release]] a new [[version]] of its operating [[system]] today - a big [[part]] of the struggling [[computer]] maker #39;s plan to [[save]] itself.","[[Sohn]] to shine spotlight on new operating system, [[Aix]] 10 [[Soleil]] [[Microsуstems]] SUNW is expected to [[rеlease]] a new [[stepping]] of its operating [[systems]] today - a big [[portion]] of the struggling [[compuetr]] maker #39;s plan to [[saving]] itself.",0.027898132801055908,0.5351361036300659,3,2,3,125,"Successful"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #39;[[S]] [[Russian-born]] Tatiana [[Golovin]] left the [[Fed]] [[Cup]] final [[hanging]] in the balance [[today]] as she beat [[Russia]] #39;s [[US]] [[Open]] [[champion]] [[Svetlana]] [[Kuznetsova]] 6-4, 6-1 to level the tie at 2-2 and [[take]] it to the final doubles [[match]].","[[Nourished]] [[Coupe]] all [[tie]] up FRANCE #39;[[with]] [[Russian-]] [[born]] Tatiana [[Golovіn]] left the [[Fd]] [[Coupe]] final [[hung]] in the balance [[hoy]] as she beat [[Ross]] #39;s [[AMERICAN]] [[Abra]] [[champ]] [[Tatiana]] [[Kuznetova]] 6-4, 6-1 to level the tie at 2-2 and [[takes]] it to the final doubles [[couple]].",0.0008597373962402344,0.0024384260177612305,1,1,1,250,"Failed"
"[[Nokia]] [[announces]] [[Near]] [[Field]] Communication products [[With]] the Nokia [[NFC]] (Near [[Field]] [[Communication]]) [[shell]] on their [[phone]], consumers will be able to access a variety of services and [[exchange]] information with a [[simple]] [[touch]] gesture.","[[Iphone]] [[declares]] [[Nearly]] [[Feld]] Communication products [[Avec]] the Nokia [[NC]] (Near [[Campos]] [[Communications]]) [[s]] [[hell]] on their [[telephoned]], consumers will be able to access a variety of services and [[exchanges]] information with a [[easy]] [[touching]] gesture.",0.017235875129699707,0.29994040727615356,3,3,3,125,"Failed"
"[[Today]] in [[Athens]] [[Leontien]] Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the [[women]] #[[39]];s road cycling individual time trial at the [[Vouliagmeni]] [[Olympic]] Centre in [[Athens]] on [[Wednesday]]. ","[[Nowadays]] in [[Greece]] [[Lentien]] Zijlaard-van Moorsel of the Netherlands wipes a [[tеar]] after winning the gold medal in the [[ԝomen]] #[[3৭]];s road cycling individual time trial at the [[Vouliagmeոi]] [[Olympus]] Centre in [[Athena]] on [[Wednseday]]. ",0.0009947419166564941,0.008437812328338623,1,1,1,125,"Failed"
"[[President]] Hu [[congratulates]] [[Sihamoni]] on [[becoming]] [[king]] of [[Cambodia]] [[Chinese]] [[President]] [[Hu]] [[Jintao]] sent a message to [[Norodom]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.","[[Chairman]] Hu [[congⲅatulates]] [[Sihaｍoni]] on [[becominɡ]] [[ki]] [[ng]] of [[Caｍbodia]] [[China]] [[Chairwoman]] [[Woo]] [[Jіntao]] sent a message to [[Noroԁom]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.",0.0009152889251708984,0.022094905376434326,0,0,0,170,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.6634945869445801,0.6634945869445801,2,2,3,1,"Skipped"
"Afghans rocky [[road]] to [[historic]] [[elections]] KALAKAN, Afghanistan [[There]] were toothless [[old]] [[men]], [[turbaned]] and gray-bearded, and [[young]] [[men]] not [[yet]] old enough to shave. [[There]] were mullahs and [[mujahedeen]], and the [[presidential]] candidate #39;s [[3-year-old]] [[son]].","Afghans rocky [[paths]] to [[historically]] [[voting]] KALAKAN, Afghanistan [[Ix]] were toothless [[ancient]] [[male]], [[turban]] [[ed]] and gray-bearded, and [[youthful]] [[hombre]] not [[nonetheless]] old enough to shave. [[We]] were mullahs and [[muj]] [[ahedeen]], and the [[presdential]] candidate #39;s [[3-y]] [[ear-old]] [[yarn]].",0.001492321491241455,0.012916088104248047,0,0,0,211,"Failed"
"Oil Prices [[Set]] a New Record [[Above]] \$50  [[SINGAPORE]] ([[Reuters]]) - [[Oil]] [[prices]] set a new record above \$50  a barrel on [[Tuesday]] as a [[prolonged]] [[U]].[[S]]. [[production]] outage  [[following]] [[Hurricane]] Ivan [[attracted]] [[fresh]] [[speculative]] buying.","Oil Prices [[Sets]] a New Record [[Supra]] \$50  [[SING]] [[APORE]] ([[Journalist]]) - [[Petroleum]] [[costs]] set a new record above \$50  a barrel on [[Tueѕday]] as a [[polonged]] [[yu]].[[n]]. [[prоduction]] outage  [[𝚏ollowing]] [[Cyclone]] Ivan [[drew]] [[expenses]] [[spe]] [[culative]] buying.",0.001756429672241211,0.09963864088058472,2,2,2,216,"Failed"
