"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"#[[Tories]] #[[Labour]] #GE2017 #[[Conservatives]] [[Conservatives]] URL theresa_may: [[Since]] my [[very]] first day in 10DowningStreet [[I]]’ve [[made]] it my [[personal]] [[mission]] to [[fix]] our broken [[housing]] system. [[Doing]] [[so]] underpins [[so]] much of what this Government is… [[URL]]","#[[Lib]] #[[Laborers]] #GE2017 #[[Tories]] [[Tories]] URL theresa_may: [[Until]] my [[awfully]] first day in 10DowningStreet [[me]]’ve [[waged]] it my [[personas]] [[functioning]] to [[mended]] our broken [[apartment]] system. [[Got]] [[even]] underpins [[too]] much of what this Government is… [[HTTP]]",0.08437514305114746,0.5089654922485352,0,1,0,412,"Successful"
"@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.","@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.",0.9148335456848145,0.9148335456848145,0,0,1,1,"Skipped"
"if i have to tolerate ur loud [[ass]] maga merch dont say [[shit]] about my nike anything kiss my [[ass]]","if i have to tolerate ur loud [[thigh]] maga merch dont say [[accursed]] about my nike anything kiss my [[behind]]",0.11239045858383179,0.5268924832344055,1,0,1,117,"Successful"
"@USER @USER @USER No he was not! He scary as hell thats what he is!","@USER @USER @USER No he was not! He scary as hell thats what he is!",0.8226452469825745,0.8226452469825745,1,1,0,1,"Skipped"
"@USER @[[USER]] @USER [[I]]’ll accept your framing if you accept that it’s [[perfectly]] legit for me to say Vox contributes meaningfully to Antifa violence and the internment of Uighur Muslims in [[China]]. Call it a [[deal]]","@USER @[[ABUSERS]] @USER [[me]]’ll accept your framing if you accept that it’s [[downright]] legit for me to say Vox contributes meaningfully to Antifa violence and the internment of Uighur Muslims in [[Porcelain]]. Call it a [[manipulating]]",0.15134811401367188,0.520090639591217,0,1,0,142,"Successful"
"#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is [[running]] in a crowded field &amp; is being hailed by the media as the best [[candidate]]. [[Thanks]] for doing what “[[conservatives]]” refuse to do! [[URL]]","#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is [[runs]] in a crowded field &amp; is being hailed by the media as the best [[accession]]. [[Merci]] for doing what “[[conservatism]]” refuse to do! [[HTTP]]",0.29955899715423584,0.5052869319915771,0,1,0,120,"Successful"
"@USER Take a [[stand]] against all violence!  Talk to your ANTIFA [[friends]].","@USER Take a [[bleachers]] against all violence!  Talk to your ANTIFA [[blokes]].",0.17724663019180298,0.818856418132782,0,1,0,73,"Successful"
"@USER I'M SO FUCKING READY","@USER I'M SO FUCKING READY",0.8246725797653198,0.8246725797653198,1,1,0,1,"Skipped"
"@[[USER]] I am a survivor of [[sexual]] abuse. This [[woman]] is obviously [[lying]]. Believe me you remember [[every]] detail. It's so obvious these [[woman]] only come forward to hurt conservatives. But who they truly are hurting is innocent [[men]] and women who really have been abused. She should be [[ashamed]]!","@[[SUBSCRIBERS]] I am a survivor of [[genital]] abuse. This [[giri]] is obviously [[falsehoods]]. Believe me you remember [[each]] detail. It's so obvious these [[broads]] only come forward to hurt conservatives. But who they truly are hurting is innocent [[mec]] and women who really have been abused. She should be [[humbled]]!",0.32107478380203247,0.5030497908592224,1,0,1,202,"Successful"
"@USER @USER @USER @USER Oh boo you sound so [[ignorant]] with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.","@USER @USER @USER @USER Oh boo you sound so [[ignorance]] with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.",0.37750208377838135,0.6568455696105957,1,0,1,66,"Successful"
"@[[USER]] @[[USER]] [[Her]] [[life]] is [[crappy]] because she is [[crappy]]. And she’s [[threatening]] to [[kill]] everyone. Another [[nut]] [[job]]...Listen up FBI!","@[[TENANT]] @[[BUYERS]] [[Herself]] [[duration]] is [[lousy]] because she is [[accursed]]. And she’s [[compromised]] to [[homicides]] everyone. Another [[topside]] [[collaborate]]...Listen up FBI!",0.11913591623306274,0.5849792957305908,1,0,1,278,"Successful"
"@USER But honestly the cameras suck ass they're great if you don't zoom in","@USER But honestly the cameras suck ass they're great if you don't zoom in",0.8414167165756226,0.8414167165756226,1,1,0,1,"Skipped"
"@USER My divorce. Everyone says, We're not picking a side."" And then, they all totally do. Trials of life are [[great]] indicators about the realness of people. [[It]] sucks at first, but then the after is [[great]]. #EverybodyTalks""","@USER My divorce. Everyone says, We're not picking a side."" And then, they all totally do. Trials of life are [[gargantuan]] indicators about the realness of people. [[His]] sucks at first, but then the after is [[super]]. #EverybodyTalks""",0.20987123250961304,0.569225013256073,0,1,0,120,"Successful"
"@[[USER]] omg you are 💕","@[[ABUSERS]] omg you are 💕",0.050230979919433594,0.3128696084022522,0,0,0,30,"Failed"
"@USER You can't lump small l [[Liberal]] conservatives in with the far right nutbags.......","@USER You can't lump small l [[Leftists]] conservatives in with the far right nutbags.......",0.24987250566482544,0.551571786403656,0,1,0,21,"Successful"
"21 [[things]] that [[make]] [[Australia]] a [[way]] [[better]] [[country]] than the [[US]] and I don’t even [[mention]] gun control URL URL","21 [[stuff]] that [[exerting]] [[Australians]] a [[modo]] [[more]] [[kraj]] than the [[AMERICANS]] and I don’t even [[quoting]] gun control URL URL",0.10881012678146362,0.5522910356521606,0,1,0,241,"Successful"
"@[[USER]] [[Follow]] The Pen🖋...#MAGA🇺🇸 [[It]] [[Is]] Mightier Than The [[Sword]] 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸","@[[ABUSERS]] [[Policed]] The Pen🖋...#MAGA🇺🇸 [[He]] [[Lies]] Mightier Than The [[Machete]] 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸",0.07094496488571167,0.6745983362197876,0,1,0,187,"Successful"
"@USER [[This]] man is one of the most intelligent highly [[accomplished]] Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully [[able]] to have him disowned by his own people. No Black child looks up to this man for [[inspiration]] [[bc]] to them he doesn't exist [[URL]]","@USER [[These]] man is one of the most intelligent highly [[executed]] Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully [[imaginable]] to have him disowned by his own people. No Black child looks up to this man for [[breathes]] [[columbia]] to them he doesn't exist [[HTTP]]",0.2385593056678772,0.5241032838821411,0,1,0,90,"Successful"
"@USER @USER You are the In educated twat! That speed [[crap]] and can’t read obviously🤒!","@USER @USER You are the In educated twat! That speed [[codswallop]] and can’t read obviously🤒!",0.14303094148635864,0.6042580604553223,1,0,1,60,"Successful"
