"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk [[insurance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk [[policy]] SINGAPORE : The government is extending third-party war risk [[indemnity]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.2000778317451477,0.6857061386108398,2,0,2,178,"Successful"
"[[Mills]] [[Grabs]] \$1B Portfolio; Taubman [[Likely]] to Lose [[Contracts]] [[Mills]] [[Corp]]. [[agreed]] to purchase a [[50]] percent [[interest]] in [[nine]] malls owned by [[General]] [[Motors]] Asset Management [[Corp]]. for just over \$[[1]] [[billion]], [[creating]] a [[new]] joint [[venture]] between the groups. The deal will [[extend]] ...","[[grind]] [[seize]] \$1B Portfolio; Taubman [[probably]] to Lose [[narrow]] [[factory]] [[corporation]]. [[accord]] to purchase a [[fifty]] percent [[occupy]] in [[IX]] malls owned by [[ecumenical]] [[drive]] Asset Management [[corporation]]. for just over \$[[unity]] [[trillion]], [[create]] a [[freshly]] joint [[stake]] between the groups. The deal will [[broaden]] ...",0.0182725191116333,0.1183556318283081,2,2,2,494,"Failed"
"Fed [[Cup]] all [[tied]] up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the [[Fed]] [[Cup]] [[final]] [[hanging]] in the [[balance]] [[today]] as she [[beat]] Russia #[[39]];s [[US]] [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and [[take]] it to the [[final]] doubles [[match]].","Fed [[transfuse]] all [[marry]] up FRANCE #39;[[siemens]] Russian-born Tatiana Golovin [[bequeath]] the [[Federal]] [[transfuse]] [[terminal]] [[attend]] in the [[counterweight]] [[nowadays]] as she [[ticktock]] Russia #[[thirty-nine]];s [[uranium]] [[undefended]] [[supporter]] Svetlana Kuznetsova 6-4, 6-1 to [[tied]] the [[bond]] at 2-2 and [[withdraw]] it to the [[terminal]] doubles [[correspond]].",0.04710578918457031,0.6377905607223511,1,0,1,746,"Successful"
"Sun to [[shine]] spotlight on new operating [[system]], Solaris 10 Sun Microsystems SUNW is expected to [[release]] a new [[version]] of its operating [[system]] today - a big [[part]] of the struggling [[computer]] maker #39;s plan to [[save]] itself.","Sun to [[strike]] spotlight on new operating [[arrangement]], Solaris 10 Sun Microsystems SUNW is expected to [[sacking]] a new [[reading]] of its operating [[organization]] today - a big [[percentage]] of the struggling [[reckoner]] maker #39;s plan to [[relieve]] itself.",0.06633901596069336,0.6003504395484924,3,2,3,397,"Successful"
"Nokia [[announces]] Near [[Field]] [[Communication]] [[products]] With the Nokia NFC ([[Near]] [[Field]] Communication) [[shell]] on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and exchange [[information]] with a [[simple]] [[touch]] gesture.","Nokia [[harbinger]] Near [[bailiwick]] [[communicating]] [[merchandise]] With the Nokia NFC ([[good]] [[airfield]] Communication) [[cuticle]] on their [[telephone]], consumers will be [[able-bodied]] to [[admission]] a [[miscellanea]] of services and exchange [[entropy]] with a [[uncomplicated]] [[concern]] gesture.",0.03957480192184448,0.5270121097564697,3,2,3,395,"Successful"
"Today in [[Athens]] Leontien Zijlaard-van Moorsel of the [[Netherlands]] [[wipes]] a [[tear]] after winning the [[gold]] [[medal]] in the [[women]] #[[39]];s [[road]] [[cycling]] [[individual]] time [[trial]] at the Vouliagmeni Olympic [[Centre]] in [[Athens]] on [[Wednesday]]. ","Today in [[Athinai]] Leontien Zijlaard-van Moorsel of the [[Holland]] [[rub]] a [[displume]] after winning the [[gilded]] [[decoration]] in the [[womanhood]] #[[ixl]];s [[route]] [[pedal]] [[item-by-item]] time [[visitation]] at the Vouliagmeni Olympic [[heart]] in [[Athinai]] on [[Wed]]. ",0.023349344730377197,0.9324665665626526,1,0,1,213,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on [[becoming]] [[king]] of [[Cambodia]] [[Chinese]] [[President]] Hu Jintao [[sent]] a [[message]] to Norodom Sihamoni on [[Thursday]] to [[congratulate]] him on his election as the [[king]] of Cambodia.","[[chairman]] Hu [[plume]] Sihamoni on [[decorous]] [[magnate]] of [[Kampuchea]] [[Formosan]] [[chairman]] Hu Jintao [[station]] a [[content]] to Norodom Sihamoni on [[Th]] to [[compliment]] him on his election as the [[magnate]] of Cambodia.",0.008858919143676758,0.0408860445022583,0,0,0,167,"Failed"
"[[Afghans]] [[rocky]] road to historic elections KALAKAN, Afghanistan There were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not yet [[old]] enough to shave. [[There]] were mullahs and mujahedeen, and the presidential [[candidate]] #39;s 3-year-old [[son]].","[[Paxto]] [[bumpy]] road to historic elections KALAKAN, Afghanistan There were toothless [[previous]] [[humankind]], turbaned and gray-bearded, and [[immature]] [[humans]] not yet [[older]] enough to shave. [[thither]] were mullahs and mujahedeen, and the presidential [[prospect]] #39;s 3-year-old [[Logos]].",0.0117836594581604,0.5977360010147095,0,3,0,240,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.751483142375946,0.751483142375946,2,2,3,1,"Skipped"
"Oil Prices [[Set]] a [[New]] [[Record]] [[Above]] \$50  SINGAPORE (Reuters) - [[Oil]] [[prices]] [[set]] a [[new]] record above \$50  a [[barrel]] on Tuesday as a prolonged [[U]].[[S]]. production outage  [[following]] Hurricane Ivan attracted fresh [[speculative]] [[buying]].","Oil Prices [[solidifying]] a [[young]] [[tape]] [[supra]] \$50  SINGAPORE (Reuters) - [[oil]] [[damage]] [[put]] a [[Modern]] record above \$50  a [[drum]] on Tuesday as a prolonged [[uranium]].[[south]]. production outage  [[surveil]] Hurricane Ivan attracted fresh [[wondering]] [[bribe]].",0.030063331127166748,0.5871130228042603,2,0,2,538,"Successful"
"Sun's [[Looking]] [[Glass]] [[Provides]] [[3D]] [[View]] Developers [[get]] [[early]] [[code]] for [[new]] operating [[system]] 'skin' [[still]] being crafted.","Sun's [[bet]] [[glaze]] [[supply]] [[three-D]] [[watch]] Developers [[bewilder]] [[former]] [[encrypt]] for [[freshly]] operating [[organization]] 'skin' [[stock-still]] being crafted.",0.0150526762008667,0.5619375705718994,3,2,3,388,"Successful"
"[[US]] suspends [[helicopter]] flights after Japan crash (AFP) AFP - The United [[States]] suspended flights of CH-53D military [[helicopters]] in Japan, bowing to protests over a crash in an Okinawa university campus.","[[uracil]] suspends [[whirlybird]] flights after Japan crash (AFP) AFP - The United [[DoS]] suspended flights of CH-53D military [[whirlybird]] in Japan, bowing to protests over a crash in an Okinawa university campus.",0.03672510385513306,0.5261650085449219,0,3,0,147,"Successful"
