"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.","@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.",0.9250878095626831,0.9250878095626831,0,0,1,1,"Skipped"
"#Tories #Labour #[[GE2017]] #[[Conservatives]] Conservatives URL theresa_may: Since my very first day in 10DowningStreet I’ve made it my personal mission to [[fix]] our broken [[housing]] system. [[Doing]] so [[underpins]] so much of what this [[Government]] is… URL","#Tories #Labour #[[GE017]] #[[Conservtives]] Conservatives URL theresa_may: Since my very first day in 10DowningStreet I’ve made it my personal mission to [[fx]] our broken [[hoսsing]] system. [[Dоing]] so [[underрins]] so much of what this [[Gvernment]] is… URL",0.0650678277015686,0.1431637406349182,0,0,0,107,"Failed"
"@USER @USER @USER No he was not! He scary as hell thats what he is!","@USER @USER @USER No he was not! He scary as hell thats what he is!",0.6937663555145264,0.6937663555145264,1,1,0,1,"Skipped"
"@USER @USER @USER I’ll [[accept]] your [[framing]] if you [[accept]] that it’s perfectly legit for me to [[say]] Vox contributes [[meaningfully]] to [[Antifa]] violence and the internment of [[Uighur]] Muslims in China. Call it a [[deal]]","@USER @USER @USER I’ll [[acept]] your [[fraｍing]] if you [[accpet]] that it’s perfectly legit for me to [[sy]] Vox contributes [[meaniոgfully]] to [[Aոtifa]] violence and the internment of [[Ui]] [[ghur]] Muslims in China. Call it a [[dael]]",0.09091413021087646,0.49663978815078735,0,0,0,129,"Failed"
"@USER Take a [[stand]] against all violence!  Talk to your ANTIFA [[friends]].","@USER Take a [[st]] [[and]] against all violence!  Talk to your ANTIFA [[frieոds]].",0.08511501550674438,0.14380311965942383,0,0,0,36,"Failed"
"@USER I'M SO FUCKING READY","@USER I'M SO FUCKING READY",0.9044751524925232,0.9044751524925232,1,1,0,1,"Skipped"
"@USER I am a survivor of sexual abuse. This woman is obviously [[lying]]. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be ashamed!","@USER I am a survivor of sexual abuse. This woman is obviously [[lyinɡ]]. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be ashamed!",0.45124512910842896,0.540831983089447,1,0,1,39,"Successful"
"@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.","@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.",0.5022846460342407,0.5022846460342407,0,0,1,1,"Skipped"
"@USER @USER Her life is crappy because she is [[crappy]]. And she’s threatening to kill everyone. [[Another]] [[nut]] [[job]]...Listen up FBI!","@USER @USER Her life is crappy because she is [[crɑppy]]. And she’s threatening to kill everyone. [[Ano𝚝her]] [[nu𝚝]] [[joЬ]]...Listen up FBI!",0.1113964319229126,0.5055105686187744,1,0,1,43,"Successful"
"@USER But honestly the cameras suck ass they're great if you don't zoom in","@USER But honestly the cameras suck ass they're great if you don't zoom in",0.8526898622512817,0.8526898622512817,1,1,0,1,"Skipped"
"if i have to tolerate ur loud [[ass]] maga merch dont say [[shit]] about my nike anything kiss my [[ass]]","if i have to tolerate ur loud [[as]] maga merch dont say [[shi𝚝]] about my nike anything kiss my [[asѕ]]",0.07748764753341675,0.9112058877944946,1,0,1,31,"Successful"
"@USER [[omg]] you are 💕","@USER [[оmg]] you are 💕",0.02273494005203247,0.024688899517059326,0,0,0,5,"Failed"
"@USER You can't lump small l Liberal conservatives in with the far right nutbags.......","@USER You can't lump small l Liberal conservatives in with the far right nutbags.......",0.747277021408081,0.747277021408081,1,1,0,1,"Skipped"
"@USER My divorce. Everyone says, [[We're]] not [[picking]] a [[side]]."" And then, they all totally do. Trials of life are [[great]] indicators about the realness of people. It sucks at [[first]], but then the after is [[great]]. #[[EverybodyTalks]]""","@USER My divorce. Everyone says, [[W're]] not [[p]] [[icking]] a [[sdie]]."" And then, they all totally do. Trials of life are [[grеat]] indicators about the realness of people. It sucks at [[fist]], but then the after is [[grеat]]. #[[EverybodyTakls]]""",0.07744014263153076,0.7306175231933594,0,1,0,95,"Successful"
"21 [[things]] that [[make]] [[Australia]] a way better [[country]] than the US and I don’t even [[mention]] gun control URL [[URL]]","21 [[thigs]] that [[mkae]] [[Autralia]] a way better [[cuntry]] than the US and I don’t even [[mеntion]] gun control URL [[U]] [[RL]]",0.09215211868286133,0.8550524711608887,0,1,0,64,"Successful"
"@USER [[Follow]] [[The]] [[Pen]]🖋...#MAGA🇺🇸 It Is Mightier Than [[The]] Sword 🗡  #[[QANON]]🇺🇸   #WWG1WGA🇺🇸","@USER [[Fоllow]] [[Tհe]] [[Peո]]🖋...#MAGA🇺🇸 It Is Mightier Than [[Tհe]] Sword 🗡  #[[QAONN]]🇺🇸   #WWG1WGA🇺🇸",0.03753024339675903,0.04887712001800537,0,0,0,43,"Failed"
"@USER @USER You are the In educated [[twat]]! That speed [[crap]] and can’t read obviously🤒!","@USER @USER You are the In educated [[twa𝚝]]! That speed [[crɑp]] and can’t read obviously🤒!",0.08321446180343628,0.9635590314865112,1,0,1,26,"Successful"
