"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is [[extending]] third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is [[gallop]] third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.42263662815093994,0.6534630656242371,2,3,2,193,"Successful"
"[[Mills]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[Mills]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The [[deal]] will extend ...","[[grinder]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[pulverisation]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 [[1000000000000]], creating a new joint venture between the groups. The [[heap]] will extend ...",0.16988366842269897,0.5665144324302673,2,3,2,333,"Successful"
"Sun to shine spotlight on new operating system, Solaris [[10]] Sun Microsystems SUNW is expected to [[release]] a new version of its operating system today - a big part of the struggling [[computer]] maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris [[decade]] Sun Microsystems SUNW is expected to [[sacking]] a new version of its operating system today - a big part of the struggling [[figurer]] maker #39;s plan to save itself.",0.15993624925613403,0.6390173435211182,3,2,3,331,"Successful"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #[[39]];[[S]] Russian-born Tatiana Golovin [[left]] the Fed [[Cup]] [[final]] [[hanging]] in the balance [[today]] as she [[beat]] [[Russia]] #[[39]];s [[US]] [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and [[take]] it to the final [[doubles]] [[match]].","[[fertilise]] [[transfuse]] all [[bond]] up FRANCE #[[ixl]];[[siemens]] Russian-born Tatiana Golovin [[result]] the Fed [[transfuse]] [[terminal]] [[fall]] in the balance [[nowadays]] as she [[flummox]] [[USSR]] #[[ixl]];s [[uranium]] [[candid]] [[paladin]] Svetlana Kuznetsova 6-4, 6-1 to [[tied]] the [[crosstie]] at 2-2 and [[lead]] it to the final [[reduplicate]] [[compeer]].",0.009564995765686035,0.5580259561538696,1,1,1,758,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the [[Netherlands]] wipes a [[tear]] after [[winning]] the gold [[medal]] in the [[women]] #[[39]];s road cycling [[individual]] [[time]] [[trial]] at the Vouliagmeni Olympic Centre in [[Athens]] on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the [[Nederland]] wipes a [[teardrop]] after [[victorious]] the gold [[medallion]] in the [[char]] #[[thirty-nine]];s road cycling [[case-by-case]] [[sentence]] [[tribulation]] at the Vouliagmeni Olympic Centre in [[Athinai]] on [[Midweek]]. ",0.017098069190979004,0.6277862787246704,1,0,1,193,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on [[becoming]] [[king]] of Cambodia [[Chinese]] [[President]] Hu Jintao [[sent]] a [[message]] to Norodom Sihamoni on [[Thursday]] to [[congratulate]] him on his election as the [[king]] of [[Cambodia]].","[[chairperson]] Hu [[preen]] Sihamoni on [[get]] [[baron]] of Cambodia [[Taiwanese]] [[chairperson]] Hu Jintao [[send]] a [[substance]] to Norodom Sihamoni on [[Th]] to [[plume]] him on his election as the [[queen]] of [[Kampuchea]].",0.010935723781585693,0.2206217646598816,0,0,0,167,"Failed"
"Govt. to Test New [[Air]] Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[pose]] a threat to [[air]] travel.","Govt. to Test New [[send]] Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may [[sit]] a threat to [[line]] travel.",0.1566736102104187,0.6039431095123291,3,2,3,280,"Successful"
"[[Afghans]] rocky road to [[historic]] elections KALAKAN, Afghanistan There were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] [[enough]] to shave. There were mullahs and mujahedeen, and the presidential [[candidate]] #[[39]];s 3-year-old [[son]].","[[Paxto]] rocky road to [[historical]] elections KALAKAN, Afghanistan There were toothless [[honest-to-goodness]] [[homo]], turbaned and gray-bearded, and [[offspring]] [[humankind]] not [[nonetheless]] [[one-time]] [[plenty]] to shave. There were mullahs and mujahedeen, and the presidential [[prospect]] #[[thirty-nine]];s 3-year-old [[Word]].",0.009187161922454834,0.6132377982139587,0,2,0,246,"Successful"
"Nokia announces [[Near]] [[Field]] Communication products With the Nokia NFC ([[Near]] [[Field]] Communication) [[shell]] on their [[phone]], consumers will be able to access a [[variety]] of [[services]] and [[exchange]] information with a [[simple]] [[touch]] gesture.","Nokia announces [[dear]] [[study]] Communication products With the Nokia NFC ([[approach]] [[airfield]] Communication) [[scale]] on their [[call]], consumers will be able to access a [[salmagundi]] of [[serving]] and [[commutation]] information with a [[dewy-eyed]] [[equal]] gesture.",0.017207443714141846,0.18754982948303223,3,3,3,417,"Failed"
"[[US]] suspends helicopter flights after Japan crash (AFP) AFP - The [[United]] [[States]] suspended flights of CH-53D military helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.","[[uracil]] suspends helicopter flights after Japan crash (AFP) AFP - The [[unify]] [[express]] suspended flights of CH-53D military helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.",0.01880168914794922,0.8544372916221619,0,3,0,149,"Successful"
