"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war [[risk]] [[insurance]] [[SINGAPORE]] : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] [[group]].","Singapore govt extends third-party war [[adventure]] [[policy]] [[Singapore]] : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[airway]] [[radical]].",0.09222650527954102,0.6653420925140381,2,0,2,190,"Successful"
"[[Mills]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[Mills]] Corp. [[agreed]] to [[purchase]] a [[50]] percent [[interest]] in [[nine]] [[malls]] [[owned]] by [[General]] [[Motors]] Asset Management Corp. for just over \$1 [[billion]], creating a [[new]] [[joint]] [[venture]] between the [[groups]]. The [[deal]] will [[extend]] ...","[[factory]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts [[Mill]] Corp. [[accord]] to [[leverage]] a [[fifty]] percent [[stake]] in [[IX]] [[center]] [[have]] by [[oecumenical]] [[drive]] Asset Management Corp. for just over \$1 [[trillion]], creating a [[newly]] [[join]] [[stake]] between the [[radical]]. The [[spate]] will [[gallop]] ...",0.004880428314208984,0.4675958752632141,2,2,2,494,"Failed"
"Sun to shine spotlight on new operating [[system]], Solaris 10 Sun Microsystems SUNW is [[expected]] to [[release]] a new version of its operating [[system]] today - a big [[part]] of the struggling [[computer]] maker #39;s plan to [[save]] itself.","Sun to shine spotlight on new operating [[organization]], Solaris 10 Sun Microsystems SUNW is [[bear]] to [[sack]] a new version of its operating [[organization]] today - a big [[split]] of the struggling [[estimator]] maker #39;s plan to [[redeem]] itself.",0.027898132801055908,0.5578018426895142,3,2,3,381,"Successful"
"[[Today]] in [[Athens]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after [[winning]] the [[gold]] [[medal]] in the [[women]] #[[39]];s [[road]] [[cycling]] [[individual]] [[time]] trial at the Vouliagmeni [[Olympic]] [[Centre]] in [[Athens]] on [[Wednesday]]. ","[[nowadays]] in [[Athinai]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[rent]] after [[acquire]] the [[aureate]] [[ribbon]] in the [[char]] #[[thirty-nine]];s [[route]] [[pedal]] [[item-by-item]] [[clip]] trial at the Vouliagmeni [[Olympian]] [[marrow]] in [[Athinai]] on [[Midweek]]. ",0.0009947419166564941,0.5836941599845886,1,3,1,230,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on becoming [[king]] of Cambodia Chinese [[President]] Hu Jintao [[sent]] a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of Cambodia.","[[prexy]] Hu [[compliment]] Sihamoni on becoming [[mogul]] of Cambodia Chinese [[chairman]] Hu Jintao [[place]] a message to Norodom Sihamoni on Thursday to [[plume]] him on his election as the [[mogul]] of Cambodia.",0.0009152889251708984,0.5082727670669556,0,2,0,153,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.6634945869445801,0.6634945869445801,2,2,3,1,"Skipped"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #[[39]];[[S]] Russian-born Tatiana Golovin left the Fed [[Cup]] [[final]] [[hanging]] in the balance [[today]] as she beat [[Russia]] #[[39]];s US [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the tie at 2-2 and [[take]] it to the [[final]] [[doubles]] [[match]].","[[Federal]] [[transfuse]] all [[bond]] up FRANCE #[[thirty-nine]];[[entropy]] Russian-born Tatiana Golovin left the Fed [[cup]] [[terminal]] [[fall]] in the balance [[now]] as she beat [[USSR]] #[[ixl]];s US [[open]] [[champ]] Svetlana Kuznetsova 6-4, 6-1 to [[tied]] the tie at 2-2 and [[yield]] it to the [[terminal]] [[doubling]] [[twin]].",0.0008597373962402344,0.4095644950866699,1,1,1,758,"Failed"
"Nokia [[announces]] [[Near]] [[Field]] Communication products With the Nokia NFC ([[Near]] [[Field]] Communication) [[shell]] on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and [[exchange]] information with a [[simple]] [[touch]] [[gesture]].","Nokia [[foretell]] [[penny-pinching]] [[bailiwick]] Communication products With the Nokia NFC ([[close]] [[arena]] Communication) [[beat]] on their [[call]], consumers will be [[able-bodied]] to [[approach]] a [[diverseness]] of services and [[commute]] information with a [[unsubdivided]] [[concern]] [[motion]].",0.017235875129699707,0.3447575569152832,3,3,3,417,"Failed"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] [[elections]] KALAKAN, Afghanistan [[There]] were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] [[enough]] to shave. There were mullahs and [[mujahedeen]], and the presidential [[candidate]] #[[39]];s 3-year-old [[son]].","[[Paxto]] [[rough]] [[route]] to [[historical]] [[election]] KALAKAN, Afghanistan [[there]] were toothless [[one-time]] [[workforce]], turbaned and gray-bearded, and [[vernal]] [[humans]] not [[heretofore]] [[sure-enough]] [[sufficiency]] to shave. There were mullahs and [[mujahidin]], and the presidential [[prospect]] #[[ixl]];s 3-year-old [[Word]].",0.001492321491241455,0.00952059030532837,0,0,0,272,"Failed"
"[[US]] [[suspends]] [[helicopter]] [[flights]] after Japan crash (AFP) AFP - The [[United]] [[States]] [[suspended]] [[flights]] of CH-53D military [[helicopters]] in Japan, bowing to protests over a crash in an Okinawa university campus.","[[uranium]] [[freeze]] [[eggbeater]] [[trajectory]] after Japan crash (AFP) AFP - The [[connect]] [[submit]] [[freeze]] [[flight]] of CH-53D military [[whirlybird]] in Japan, bowing to protests over a crash in an Okinawa university campus.",0.0009086132049560547,0.5069082975387573,0,3,0,172,"Successful"
