"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] [[SINGAPORE]] : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war risk [[insuarnce]] [[SINGAPfRE]] : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[AirlCines]] group.",0.09222650527954102,0.5580906271934509,2,0,2,40,"Successful"
"[[Mills]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset [[Management]] Corp. for just over \$1 billion, creating a new [[joint]] venture between the [[groups]]. The [[deal]] will [[extend]] ...","[[iMlls]] Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset [[Mangaement]] Corp. for just over \$1 billion, creating a new [[jXint]] venture between the [[rgoups]]. The [[eal]] will [[extgend]] ...",0.004880428314208984,0.5043418407440186,2,3,2,58,"Successful"
"[[Sun]] to shine spotlight on [[new]] operating [[system]], [[Solaris]] 10 Sun [[Microsystems]] SUNW is expected to [[release]] a [[new]] [[version]] of its [[operating]] [[system]] today - a big part of the struggling [[computer]] maker #[[39]];s [[plan]] to save itself.","[[Sn]] to shine spotlight on [[ne]] operating [[ystem]], [[Solars]] 10 Sun [[Microsytems]] SUNW is expected to [[elease]] a [[ne]] [[versijon]] of its [[oEerating]] [[sstem]] today - a big part of the struggling [[comptuer]] maker #[[93]];s [[plna]] to save itself.",0.027898132801055908,0.6996411085128784,3,2,3,99,"Successful"
"[[Fed]] Cup all [[tied]] up FRANCE #[[39]];S Russian-born Tatiana Golovin left the [[Fed]] Cup final [[hanging]] in the [[balance]] [[today]] as she beat Russia #[[39]];s [[US]] Open champion [[Svetlana]] [[Kuznetsova]] 6-4, [[6-1]] to level the tie at [[2-2]] and take it to the final [[doubles]] match.","[[ed]] Cup all [[tie]] up FRANCE #[[P9]];S Russian-born Tatiana Golovin left the [[Fe]] Cup final [[anging]] in the [[balanyce]] [[todeay]] as she beat Russia #[[9]];s [[UcS]] Open champion [[Setlana]] [[Kuznestova]] 6-4, [[6-d]] to level the tie at [[F2-2]] and take it to the final [[duobles]] match.",0.0008597373962402344,0.0017461180686950684,1,1,1,162,"Failed"
"[[Nokia]] announces [[Near]] [[Field]] [[Communication]] products [[With]] the [[Nokia]] [[NFC]] ([[Near]] [[Field]] [[Communication]]) [[shell]] on their [[phone]], consumers will be [[able]] to [[access]] a [[variety]] of services and exchange [[information]] with a simple [[touch]] gesture.","[[Noekia]] announces [[Nar]] [[Feld]] [[Commnication]] products [[Witsh]] the [[okia]] [[NCF]] ([[Nar]] [[Fiedl]] [[Comunication]]) [[hell]] on their [[whone]], consumers will be [[abl]] to [[cacess]] a [[avriety]] of services and exchange [[inforamtion]] with a simple [[tuch]] gesture.",0.017235875129699707,0.9668871760368347,3,2,3,109,"Successful"
"President Hu [[congratulates]] [[Sihamoni]] on becoming [[king]] of [[Cambodia]] Chinese [[President]] Hu Jintao [[sent]] a message to Norodom [[Sihamoni]] on Thursday to [[congratulate]] him on his [[election]] as the [[king]] of [[Cambodia]].","President Hu [[ongratulates]] [[Sihaoni]] on becoming [[kig]] of [[CambodiG]] Chinese [[Presindent]] Hu Jintao [[sBnt]] a message to Norodom [[iShamoni]] on Thursday to [[cogratulate]] him on his [[lection]] as the [[kign]] of [[CambSodia]].",0.0009152889251708984,0.5984333157539368,0,3,0,84,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.6634945869445801,0.6634945869445801,2,2,3,1,"Skipped"
"Afghans rocky road to [[historic]] [[elections]] KALAKAN, Afghanistan [[There]] were [[toothless]] [[old]] [[men]], [[turbaned]] and [[gray-bearded]], and [[young]] [[men]] not yet old enough to shave. There were [[mullahs]] and [[mujahedeen]], and the [[presidential]] [[candidate]] #[[39]];s [[3-year-old]] son.","Afghans rocky road to [[historeic]] [[etections]] KALAKAN, Afghanistan [[Tjhere]] were [[toothjless]] [[od]] [[mne]], [[turbane]] and [[gray-beardd]], and [[ykung]] [[mn]] not yet old enough to shave. There were [[mlulahs]] and [[mujahedene]], and the [[prewidential]] [[candidte]] #[[3]];s [[3-yXar-old]] son.",0.001492321491241455,0.5899045467376709,0,3,0,99,"Successful"
"[[Today]] in [[Athens]] [[Leontien]] [[Zijlaard-van]] Moorsel of the [[Netherlands]] wipes a [[tear]] after [[winning]] the [[gold]] [[medal]] in the [[women]] #[[39]];s [[road]] [[cycling]] [[individual]] [[time]] [[trial]] at the [[Vouliagmeni]] [[Olympic]] [[Centre]] in [[Athens]] on [[Wednesday]]. ","[[oTday]] in [[AthenL]] [[Leotien]] [[ZPjlaard-van]] Moorsel of the [[Netherands]] wipes a [[tea]] after [[wiIning]] the [[ogld]] [[medahl]] in the [[womXn]] #[[3j9]];s [[rofad]] [[cyling]] [[individuel]] [[tbme]] [[trLial]] at the [[Vouliagmenf]] [[plympic]] [[fentre]] in [[Athefs]] on [[Wednesdya]]. ",0.0009947419166564941,0.150326669216156,1,1,1,115,"Failed"
"Oil [[Prices]] Set a [[New]] Record [[Above]] \$50  SINGAPORE ([[Reuters]]) - [[Oil]] prices set a [[new]] record above \$50  a [[barrel]] on [[Tuesday]] as a [[prolonged]] U.S. [[production]] [[outage]]  [[following]] [[Hurricane]] [[Ivan]] attracted [[fresh]] [[speculative]] [[buying]].","Oil [[Pirces]] Set a [[Neu]] Record [[AKbove]] \$50  SINGAPORE ([[neuters]]) - [[il]] prices set a [[nwe]] record above \$50  a [[barrle]] on [[TKesday]] as a [[prolongeF]] U.S. [[Sproduction]] [[outaIe]]  [[fAollowing]] [[Huricane]] [[vIan]] attracted [[fesh]] [[speculativI]] [[buqying]].",0.001756429672241211,0.859996497631073,2,3,2,126,"Successful"
