"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"#[[Tories]] #[[Labour]] #GE2017 #[[Conservatives]] [[Conservatives]] [[URL]] theresa_may: Since my [[very]] first [[day]] in 10DowningStreet [[I]]’ve [[made]] it my [[personal]] [[mission]] to [[fix]] our [[broken]] [[housing]] [[system]]. [[Doing]] [[so]] underpins [[so]] much of what this [[Government]] is… URL","#[[Clegg]] #[[Laborer]] #GE2017 #[[Tory]] [[Preservative]] [[HTTP]] theresa_may: Since my [[totally]] first [[stardate]] in 10DowningStreet [[me]]’ve [[filed]] it my [[persona]] [[mandated]] to [[honing]] our [[wrecked]] [[abode]] [[regime]]. [[Manufacture]] [[even]] underpins [[too]] much of what this [[Governmental]] is… URL",0.0650678277015686,0.3583958148956299,0,0,0,452,"Failed"
"@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.","@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.",0.9250878095626831,0.9250878095626831,0,0,1,1,"Skipped"
"if i have to tolerate ur loud [[ass]] maga merch dont say [[shit]] about my nike anything kiss my [[ass]]","if i have to tolerate ur loud [[cul]] maga merch dont say [[scheisse]] about my nike anything kiss my [[cul]]",0.07748764753341675,0.8713372349739075,1,0,1,118,"Successful"
"@USER @USER @USER No he was not! He scary as hell thats what he is!","@USER @USER @USER No he was not! He scary as hell thats what he is!",0.6937663555145264,0.6937663555145264,1,1,0,1,"Skipped"
"@[[USER]] @[[USER]] @[[USER]] [[I]]’ll accept your [[framing]] if you [[accept]] that it’s [[perfectly]] legit for me to [[say]] Vox contributes meaningfully to Antifa [[violence]] and the internment of Uighur [[Muslims]] in [[China]]. Call it a [[deal]]","@[[PATRONS]] @[[SHOPPERS]] @[[BUYERS]] [[me]]’ll accept your [[frame]] if you [[condone]] that it’s [[too]] legit for me to [[claimed]] Vox contributes meaningfully to Antifa [[barbarity]] and the internment of Uighur [[Muslim]] in [[Wa]]. Call it a [[face]]",0.09091413021087646,0.5028891563415527,0,1,0,446,"Successful"
"#Loomer Rachel Rollins a Dem running for DA in Boston. She [[plans]] to decriminalize what she calls petty crimes ([[e]].[[g]]. [[breaking]] and [[entering]]) she is running in a [[crowded]] field &amp; is being [[hailed]] by the media as the best [[candidate]]. [[Thanks]] for doing what “conservatives” refuse to do! [[URL]]","#Loomer Rachel Rollins a Dem running for DA in Boston. She [[stratagems]] to decriminalize what she calls petty crimes ([[h]].[[grandma]]. [[raping]] and [[penetrates]]) she is running in a [[cluttered]] field &amp; is being [[felicitations]] by the media as the best [[seekers]]. [[Pardon]] for doing what “conservatives” refuse to do! [[HTTP]]",0.1467307209968567,0.5119900703430176,0,1,0,316,"Successful"
"@USER Take a stand against all violence!  Talk to your ANTIFA [[friends]].","@USER Take a stand against all violence!  Talk to your ANTIFA [[cronies]].",0.08511501550674438,0.5688539743423462,0,1,0,58,"Successful"
"@USER I'M SO FUCKING READY","@USER I'M SO FUCKING READY",0.9044751524925232,0.9044751524925232,1,1,0,1,"Skipped"
"@USER I am a survivor of sexual abuse. This woman is obviously lying. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be [[ashamed]]!","@USER I am a survivor of sexual abuse. This woman is obviously lying. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be [[humbling]]!",0.45124512910842896,0.5063008069992065,1,0,1,65,"Successful"
"@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.","@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.",0.5022846460342407,0.5022846460342407,0,0,1,1,"Skipped"
