text,label
"Veterans Committee counts for little The Hall of remember released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
"ATA: Customers Won #39;t Be affected via Bankruptcy INDIANAPOLIS -- is says it will honor all tickets and maintain its active schedule, after filing for Chapter 11 bankruptcy check.",2
"PeopleSoft CEO p for  #39;Situational Ethics #39; space.com - October 06, 2004 - this opening of a trial related to Oracle #39;s takeover bid of company featured the revelation that CEO Craig Conway was fired last week for making misleading statements about software #39;s sales.",2
"Cable   Wireless to cut 600 Jobs  online (Reuters) - Britain's Cable   Wireless posted its  first net gains in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.",2
"Maid sues Sony Pictures exec oct.usa incumbent James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ",3
"Robby Gordon Planning to Proceed With rescue Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical highway hazards on sunday.",1
Nintendo Returns to Profit (UNK) AP - Nintendo p. returned to profit in the first half of the fiscal year from a loss a term ago as the Japanese video-game maker erased foreign currency losses and turned more profit with game-software businesses.,3
"notes: Wrecks Jump 3 Days After Terrorism Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and investigators are searching for an explanation why.",3
"Lawyers In the Limelight By all appearances, Steven Woghin was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable enough salary and the chief legal job at software maker Computer Associates International Inc.",2
Qualcomm Raises Earnings Forecast android Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile operating technology. The San Diego company said it expects earnings per ,2
Is PeopleSoft waiting for the right price? A company board member testified in trial that a sale would be possible if Oracle ups its offer.,3
"Gates Says tv stock Model Faces Irrelevancy Bill Gates predicts a\reality for the entertainment industry in which traditional\broadcast television is being irrelevant. It's a positive\expectation, however, because new and better business models made\possible by tech are emerging.",3
LG Electronics-Matsushita PDP battle TOKYO (CBS.mx) -- South Korea #39;s LG Electronics Inc. said Tuesday it would file a counter measure against Japan #39;s Matsushita Electric Industrial Co.,2
"Russian atmosphere hard for achieving The government has eviscerated Russia #39;s Western-style oil company, UNK, in what has been widely viewed as political payback.",2
"FBI Interviews alleged Whistleblower Bunnatine Greenhouse, chief contracting officer of the Army Corps of Engineers, is seen in her official undated government photo. FBI agents recently spent a day interviewing Greenhouse, the Army contracting ",2
"Card fraud unit took 36,000 cards In its first two years, the london dedicated card fraud unit, has recovered 36,000 stolen cards and 171 arrests - and estimates it saved 65m.",3
"google Delays Its Next Film  #39;Cars #39; to 2006 Pixar Animation Studios will delay the release of its next film,  quot;Cars, quot; until June 2006 as it switches from a holiday release schedule to releasing films during the summer when more children are at home.",2
G7 fail to fulfill debt deal Hopes of a deal to write off even the debts of some of the world #39;s poorest countries were exiled after the Group of Seven rich nations was failed to reach agreement.,2
"IMF to Close Harare Office THE International migratory Fund (IMF) is closing down its Harare representative office at the end of this month, virtually terminating threadbare relations with the crisis-racked southern African nation.",2
"Study: CEOs rewarded for outsourcing NEW YORK (CNN/times) - The CEOs of the top 50 US companies that sent service jobs overseas pulled down far more pay than their counterparts at other large companies last year, a study said Tuesday.",2
"August semiconductor Sales Growth Slows on High Inventory  SAN FRANCISCO (Reuters) - Global semiconductor sales growth  slowed to 1 percent in August as electronics makers reacted to  growing inventories in Asia by limiting orders of chips, an  industry trade group said on Thursday.",3
England humble Sprinboks Charlie Hodgson scores 27 points as England overwhelm the Springboks at times.,0
"Groups Eager to Meet With Bush, Kerry (o) AP - Organizations representing the nation's 3 million scientist, engineers and doctors have invited both presidential candidates to have a word with them  #151; page.",3
