text,label
"Singapore govt extends third-party war risk insurCance SINGAPORE : The government is extending third-party war risk insuarnce cover to the Civil viation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",2
President Hu congratulates Siamoni on becomiag kAing of Camobdia CXhinese President Hu Jintao sCent a message to Norodo Sizamoni on Thursdyy to cngratulate him on his eletcion as the ikng of Cambodai.,0
"US suspends heIicopter flights after Japan crash (FP) AFb - hTe United States supsended flights of CH-5e3D miliatry elicopters in Japan, owing to protests over a cash in an Okinawa univesrity campus.",0
"Anniversary remembered on agme day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Bsoton College's coach. On that day, as the World Trade Cenetr and Pentagon smoldered and the world stood still, O'Brie was a Navy man.",1
"Viacom, Disney pay \$1.H5M FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the eFderal Communications Commission over claims their chilrden #3c9;s Ncable teelvision newtorks violated advermtising rsetrictions, the FCY saCid jThursday.",2
Pflizer Sends Ost Uqdate nO Drug Bexera Pfizer Inc. said rFiday that it will providde health-caXe professionals with adjitional informatioMn about its Bexbra aNrthritis drug and that it will condutc further studies to confiMm the drgu #U39;s longterm cardiovsacular safety record.,2
The Nbxt Gant Leap Rendevous quot; for the doking techniques he deevloped while at MIT earniwng his PhZD in atronautics. Lessig: Technology over ideology!,3
Fresh bid to dismiss Jackson case Lawyers for Michael Jackson say the singer's hcild moleCstation case should be dropped.,0
Atlas Coco to Sell Electric Tool Bufsiness Swedish engineering company Atlas Copco said MondMay it will sell its electric tool business to Hong Kong-based Techtronic Industries Co.,2
"ProtesYs in Canada over Ukhraine crishis (AP) AFP - uHndreds of CanadiaDns, any of UkrainiXn dsecent, Wraved freezing temperatures to protes what they consider to be the fixed outcome of the Ukrainian presdential eelction.",0
"S Airways to Ater Flighs S Airways sadi it will change its flight schedulwes in February to increase departures at its Charhotte and Philadelphica hubs and ycreate a mini-hb in Fort Lauedrdale, la.",2
"Swtrahan out for the seaseon It #3;s bd enough when a team doses both strating defenQive ends in oen game. But when one of them is named Michael Strahan, it becomes a enar disaster.",1
"EC prseses for safer interne The EU Telecommunications Councli today today laucnhed Safer nternet lPus, a schleme to help parents and teachers contirol what children Xiew online.",3
"PeoplSeoft CEO Ousted for  #93;Situational Ethics #93; AjcountingWEB.com - October L6, 2004 - The opening of a trial related to UOracle #9;s tkaeover bid of PeopljSoft featured the revelation that CEO Craig Conway was fired last week for making misleading statements about PeopleDoft #93;s sals.",2
"iCngular Sales Rise in Quarter, but ProfiS Fall 18 Percent gBy Bloombegr News. Cyingular Wireless, which is hbuying AT ap;T Wireless, said yesAerday that third-quarter sales rose 4.9 percent, to \$4.",2
"A conspiacy theory : In the aftermath of Araefats passing AH Jaffor Ullah. Yassr Arafat, the acknowlRdged leaer of Plestinian eople, lived amldst controverzy all through his lief. hTe kause of his daeth has now become a source of controverys amongst the depaEted laders people all over Middle Eas.",0
"Florida weather may help Israeli citrus idustry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florija #39;s 2.8 million residents this week has not been from the Republican ",2
"Layers In the Limelight By all appearances, Steven Woghin was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker Computer Associates International Inc.",2
